"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"KU-0060648","WSU-DLCL2","6","10","up regulation","35.731","STX1A"
"KU-0060648","WSU-DLCL2","6","10","up regulation","35.656","RNF167"
"KU-0060648","NCI-H596","6","10","up regulation","33.269","MAMLD1"
"KU-0060648","THP-1","6","10","up regulation","27.195","FKBP14"
"KU-0060648","THP-1","6","10","up regulation","23.006","FBXO11"
"KU-0060648","AGS","6","10","up regulation","22.864","PHGDH"
"KU-0060648","SW620","6","10","up regulation","19.825","NR3C1"
"KU-0060648","AGS","6","10","up regulation","15.641","BTK"
"KU-0060648","SK-MEL-1","6","10","up regulation","14.797","CDK6"
"KU-0060648","LoVo","6","10","up regulation","14.679","SNX11"
"KU-0060648","A549","6","10","up regulation","14.472","INSIG1"
"KU-0060648","NCI-H596","6","10","up regulation","14.47","KIF5C"
"KU-0060648","EFO-27","6","10","up regulation","14.303","SPP1"
"KU-0060648","WSU-DLCL2","6","10","up regulation","14.198","KIF5C"
"KU-0060648","A673","6","10","up regulation","14.195","HOXA10"
"KU-0060648","HCC-15","6","10","up regulation","13.811","MAP7"
"KU-0060648","A-375","24","10","up regulation","13.519","INSIG1"
"KU-0060648","U-937","6","10","up regulation","13","HIST1H2BK"
"KU-0060648","SK-LU-1","6","10","up regulation","12.875","PPARG"
"KU-0060648","NCI-H2073","6","10","up regulation","12.443","E2F2"
"KU-0060648","HCC-15","6","10","up regulation","12.41","SIRT3"
"KU-0060648","A673","6","10","up regulation","12.327","ST6GALNAC2"
"KU-0060648","A673","6","10","up regulation","12.171","CDK6"
"KU-0060648","SK-LU-1","6","10","up regulation","11.956","ENOSF1"
"KU-0060648","COR-L23","6","10","up regulation","11.904","ID2"
"KU-0060648","AGS","6","10","up regulation","11.87","CTSL1"
"KU-0060648","SK-MEL-1","6","10","up regulation","11.737","NR3C1"
"KU-0060648","A673","6","10","up regulation","11.716","INPP4B"
"KU-0060648","SW620","6","10","up regulation","11.594","FBXO11"
"KU-0060648","NCI-H596","6","10","up regulation","10.997","RRS1"
"KU-0060648","NCI-H596","6","10","up regulation","10.89","ADRB2"
"KU-0060648","SK-LU-1","6","10","up regulation","10.887","HDGFRP3"
"KU-0060648","VCaP","6","10","up regulation","10.506","ALDOC"
"KU-0060648","THP-1","6","10","up regulation","10.472","ST3GAL5"
"KU-0060648","NCI-H596","6","10","up regulation","10.297","MBTPS1"
"KU-0060648","DV-90","6","10","up regulation","10.287","IDE"
"KU-0060648","NCI-H1836","6","10","up regulation","10.163","CDK6"
"KU-0060648","WSU-DLCL2","6","10","up regulation","10.053","PECR"
"KU-0060648","AGS","6","10","up regulation","9.937","INSIG1"
"KU-0060648","LoVo","6","10","up regulation","9.704","SPP1"
"KU-0060648","Hep G2","6","10","up regulation","9.684","ADRB2"
"KU-0060648","WSU-DLCL2","6","10","up regulation","9.632","FZD7"
"KU-0060648","MDST8","6","10","up regulation","9.625","HIST1H2BK"
"KU-0060648","A673","6","10","up regulation","9.567","INSIG1"
"KU-0060648","SK-LU-1","6","10","up regulation","9.539","SESN1"
"KU-0060648","VCaP","6","10","up regulation","9.474","GADD45B"
"KU-0060648","A549","6","3.33","up regulation","9.471","INSIG1"
