"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","A375.S2","48","1.23","Cell cycle: percent mitosis","3.19",
"Taxol","IA-LM","48","1.23","Cell cycle: percent interphase","3.18",
"Taxol","IA-LM","48","0.05","Cell cycle: percent interphase","3.18",
"Taxol","KYSE-180","72","1.23","Cell cycle: percent mitosis","3.17",
"Taxol","FU97","48","3.7","Cell cycle: percent mitosis","3.17",
"Taxol","5637","72","0.01","Cell cycle: percent mitosis","3.17",
"Taxol","LNZTA3WT4","72","0.41","Cell cycle: percent mitosis","3.16",
"Taxol","KYSE-150","72","0.41","Cell cycle: percent mitosis","3.16",
"Taxol","Calu-1","72","0.14","Cell cycle: percent mitosis","3.16",
"Taxol","IA-LM","48","0.14","Cell cycle: percent non-arrested","3.15",
"Taxol","A375.S2","24","0.02","Cell cycle: percent non-arrested","3.15",
"Taxol","KYSE-140","72","11.11","Cell cycle: percent mitosis","3.14",
"Taxol","KYSE-140","72","0.14","Cell cycle: percent mitosis","3.14",
"Taxol","KMRC-20","48","0.01","Cell cycle: percent mitosis","3.14",
"Taxol","HLF","72","0.41","Cell cycle: percent mitosis","3.14",
"Taxol","FU97","48","3.7","Cell cycle: percent non-arrested","3.14",
"Taxol","Calu-1","48","0.05","Cell cycle: percent non-arrested","3.14",
"Taxol","KATO III","72","0.05","Cell cycle: percent non-arrested","3.13",
"Taxol","5637","72","0.41","Cell cycle: percent mitosis","3.13",
"Taxol","HEC-1","48","3.7","Cell cycle: percent mitosis","3.13",
"Taxol","Calu-1","48","11.11","Cell cycle: percent mitosis","3.11",
"Taxol","LNZTA3WT4","72","0.01","Cell cycle: percent mitosis","3.1",
"Taxol","KYSE-150","72","11.11","Cell cycle: percent mitosis","3.1",
"Taxol","SK-LMS-1","48","1.23","Cell cycle: percent mitosis","3.09",
"Taxol","SJCRH30","72","33.33","Cell cycle: percent non-arrested","3.09",
"Taxol","SJCRH30","72","33.33","Cell cycle: percent interphase","3.09",
"Taxol","Calu-1","72","0.05","Cell cycle: percent non-arrested","3.09",
"Taxol","Calu-1","72","0.05","Cell cycle: percent mitosis","3.09",
"Taxol","AGS","48","0.14","Cell cycle: percent mitosis","3.09",
"Taxol","NCI-H810","72","0.02","Cell cycle: percent mitosis","3.08",
"Taxol","KMRC-20","48","0.01","Cell cycle: percent non-arrested","3.08",
"Taxol","PC-9","72","0.41","Cell cycle: percent mitosis","3.08",
"Taxol","KATO III","48","0.14","Cell cycle: percent non-arrested","3.06",
"Taxol","FU97","48","0.41","Cell cycle: percent non-arrested","3.06",
"Taxol","FU97","48","0.41","Cell cycle: percent mitosis","3.06",
"Taxol","KMRC-20","48","0.05","Cell cycle: percent mitosis","3.05",
"Taxol","Ishikawa","48","1.23","Cell cycle: percent mitosis","3.05",
"Taxol","Calu-1","72","0.05","Cell cycle: percent non-arrested","3.05",
"Taxol","HEC-1","48","0.41","Cell cycle: percent mitosis","3.04",
"Taxol","CAL-51","72","3.7","Cell cycle: percent mitosis","3.04",
"Taxol","IST-MEL1","24","33.33","Cell cycle: percent mitosis","3.03",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent non-arrested","3.03",
"Taxol","CAL-51","48","0.05","Cell cycle: percent mitosis","3.03",
"Taxol","5637","48","0.02","Cell cycle: percent mitosis","3.03",
"Taxol","Calu-1","72","0.01","Cell cycle: percent non-arrested","3.02",
"Taxol","SK-LMS-1","72","3.7","Cell cycle: percent interphase","3",
"Taxol","KYSE-180","48","1.23","Cell cycle: percent mitosis","3",
"Taxol","SK-LMS-1","48","0.05","Cell cycle: percent interphase","2.98",
"Taxol","LNZTA3WT4","72","0.01","Cell cycle: percent non-arrested","2.98",
"Taxol","Ishikawa","48","0.02","Cell cycle: percent mitosis","2.98",
"Taxol","JHH-6","72","0.02","Cell cycle: percent mitosis","2.97",
"Taxol","A375.S2","48","0.41","Cell cycle: percent mitosis","2.97",
"Taxol","SJCRH30","48","11.11","Cell cycle: percent non-arrested","2.96",
"Taxol","SJCRH30","48","11.11","Cell cycle: percent interphase","2.96",
"Taxol","IA-LM","48","11.11","Cell cycle: percent mitosis","2.96",
"Taxol","Calu-1","72","0.02","Cell cycle: percent mitosis","2.96",
"Taxol","PC-9","72","0.01","Cell cycle: percent mitosis","2.96",
"Taxol","KMRC-20","48","1.23","Cell cycle: percent mitosis","2.95",
"Taxol","HLF","72","1.23","Cell cycle: percent mitosis","2.95",
"Taxol","647-V","48","3.7","Cell cycle: percent mitosis","2.95",
"Taxol","HUTU-80","72","0.14","Cell cycle: percent interphase","2.94",
"Taxol","KYSE-140","72","1.23","Cell cycle: percent mitosis","2.94",
"Taxol","Calu-1","48","0.05","Cell cycle: percent non-arrested","2.94",
"Taxol","Ca Ski","48","0.41","Cell cycle: percent mitosis","2.94",
"Taxol","NCI-H810","72","0.01","Cell cycle: percent mitosis","2.93",
"Taxol","KYSE-150","72","0.14","Cell cycle: percent mitosis","2.93",
"Taxol","HEC-1","72","0.01","Cell cycle: percent mitosis","2.93",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent mitosis","2.92",
"Taxol","HUTU-80","72","0.02","Cell cycle: percent non-arrested","2.91",
"Taxol","HUTU-80","72","0.02","Cell cycle: percent interphase","2.91",
"Taxol","HLF","72","3.7","Cell cycle: percent mitosis","2.89",
"Taxol","FU97","24","0.01","Cell cycle: percent non-arrested","2.89",
"Taxol","KATO III","72","0.14","Cell cycle: percent interphase","2.88",
"Taxol","Ca Ski","48","1.23","Cell cycle: percent mitosis","2.88",
"Taxol","HEC-1","48","0.05","Cell cycle: percent mitosis","2.87",
"Taxol","LNZTA3WT4","72","1.23","Cell cycle: percent mitosis","2.86",
"Taxol","Ishikawa","72","0.02","Cell cycle: percent mitosis","2.86",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent mitosis","2.85",
"Taxol","KYSE-150","72","0.05","Cell cycle: percent mitosis","2.85",
"Taxol","KYSE-140","24","0.14","Cell cycle: percent non-arrested","2.85",
"Taxol","SK-LMS-1","24","0.02","Cell cycle: percent mitosis","2.84",
"Taxol","FU97","24","1.23","Cell cycle: percent mitosis","2.84",
"Taxol","Calu-1","24","0.05","Cell cycle: percent non-arrested","2.84",
"Taxol","NCI-H810","72","0.05","Cell cycle: percent mitosis","2.83",
"Taxol","KATO III","72","0.14","Cell cycle: percent non-arrested","2.83",
"Taxol","LNZTA3WT4","72","0.01","Cell cycle: percent mitosis","2.83",
"Taxol","Ca Ski","48","11.11","Cell cycle: percent mitosis","2.83",
"Taxol","KATO III","72","0.41","Cell cycle: percent non-arrested","2.82",
"Taxol","Ishikawa","48","3.7","Cell cycle: percent mitosis","2.81",
"Taxol","HEC-1","48","0.14","Cell cycle: percent mitosis","2.81",
"Taxol","5637","48","3.7","Cell cycle: percent mitosis","2.81",
"Taxol","IA-LM","48","11.11","Cell cycle: percent interphase","2.8",
"Taxol","NCI-H810","72","0.01","Cell cycle: percent mitosis","2.79",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent mitosis","2.79",
"Taxol","FU97","24","0.02","Cell cycle: percent mitosis","2.79",
"Taxol","SJCRH30","48","0.14","Cell cycle: percent interphase","2.78",
"Taxol","SJCRH30","48","33.33","Cell cycle: percent non-arrested","2.78",
"Taxol","SJCRH30","48","33.33","Cell cycle: percent interphase","2.78",
"Taxol","COLO-800","72","1.23","Cell cycle: percent non-arrested","2.78",
"Taxol","COLO-800","72","1.23","Cell cycle: percent interphase","2.78",
"Taxol","FU97","72","0.05","Cell cycle: percent mitosis","2.78",
"Taxol","5637","48","11.11","Cell cycle: percent mitosis","2.78",
"Taxol","IST-MEL1","24","0.41","Cell cycle: percent mitosis","2.77",
"Taxol","KMRC-20","72","0.14","Cell cycle: percent mitosis","2.77",
"Taxol","Calu-1","48","0.05","Cell cycle: percent mitosis","2.77",
"Taxol","HLF","24","0.02","Cell cycle: percent non-arrested","2.76",
"Taxol","A375.S2","48","0.05","Cell cycle: percent mitosis","2.76",
"Taxol","SJCRH30","48","0.14","Cell cycle: percent non-arrested","2.75",
"Taxol","IA-LM","48","3.7","Cell cycle: percent non-arrested","2.74",
"Taxol","FU97","48","0.14","Cell cycle: percent non-arrested","2.74",
"Taxol","Calu-1","72","0.01","Cell cycle: percent non-arrested","2.74",
"Taxol","CAL-51","48","0.41","Cell cycle: percent mitosis","2.74",
"Taxol","SJCRH30","48","0.02","Cell cycle: percent non-arrested","2.73",
"Taxol","SJCRH30","48","0.02","Cell cycle: percent interphase","2.73",
"Taxol","KYSE-180","48","3.7","Cell cycle: percent mitosis","2.73",
"Taxol","KYSE-140","72","33.33","Cell cycle: percent mitosis","2.73",
"Taxol","LNZTA3WT4","48","0.01","Cell cycle: percent mitosis","2.73",
"Taxol","IA-LM","48","11.11","Cell cycle: percent mitosis","2.72",
"Taxol","FU97","24","0.41","Cell cycle: percent mitosis","2.72",
"Taxol","PC-9","72","3.7","Cell cycle: percent mitosis","2.72",
"Taxol","NCI-H1703","24","0.14","Cell cycle: percent mitosis","2.71",
"Taxol","KYSE-140","72","0.05","Cell cycle: percent mitosis","2.71",
"Taxol","KYSE-140","48","0.14","Cell cycle: percent mitosis","2.7",
"Taxol","COLO-800","48","0.05","Cell cycle: percent non-arrested","2.7",
"Taxol","COLO-800","48","0.05","Cell cycle: percent interphase","2.7",
"Taxol","KMRC-20","48","11.11","Cell cycle: percent mitosis","2.7",
"Taxol","647-V","48","1.23","Cell cycle: percent mitosis","2.7",
"Taxol","SJCRH30","24","0.14","Cell cycle: percent mitosis","2.69",
"Taxol","HLF","48","0.02","Cell cycle: percent mitosis","2.69",
"Taxol","CAL-51","72","11.11","Cell cycle: percent mitosis","2.69",
"Taxol","Calu-1","48","0.41","Cell cycle: percent mitosis","2.67",
"Taxol","KYSE-140","24","3.7","Cell cycle: percent non-arrested","2.66",
"Taxol","A375.S2","48","0.01","Cell cycle: percent non-arrested","2.66",
"Taxol","LNZTA3WT4","48","0.02","Cell cycle: percent mitosis","2.65",
"Taxol","647-V","48","1.23","Cell cycle: percent mitosis","2.65",
"Taxol","IA-LM","48","0.14","Cell cycle: percent interphase","2.64",
"Taxol","FU97","48","0.01","Cell cycle: percent mitosis","2.64",
"Taxol","Calu-1","48","0.02","Cell cycle: percent mitosis","2.64",
"Taxol","A375.S2","48","0.01","Cell cycle: percent non-arrested","2.64",
"Taxol","SK-LMS-1","72","3.7","Cell cycle: percent interphase","2.62",
"Taxol","IA-LM","48","0.14","Cell cycle: percent non-arrested","2.62",
"Taxol","HLF","72","11.11","Cell cycle: percent mitosis","2.62",
"Taxol","IA-LM","48","0.01","Cell cycle: percent mitosis","2.61",
"Taxol","NCI-H810","48","0.05","Cell cycle: percent mitosis","2.6",
"Taxol","IA-LM","48","0.01","Cell cycle: percent mitosis","2.6",
"Taxol","KMRC-20","48","1.23","Cell cycle: percent mitosis","2.6",
"Taxol","KATO III","72","0.41","Cell cycle: percent interphase","2.59",
"Taxol","LNZTA3WT4","72","3.7","Cell cycle: percent mitosis","2.59",
"Taxol","KMRC-20","72","0.14","Cell cycle: percent mitosis","2.59",
"Taxol","CAL-51","48","0.41","Cell cycle: percent mitosis","2.59",
"Taxol","NCI-H810","48","0.01","Cell cycle: percent mitosis","2.58",
"Taxol","LNZTA3WT4","72","0.14","Cell cycle: percent mitosis","2.58",
"Taxol","KMRC-20","48","3.7","Cell cycle: percent mitosis","2.58",
"Taxol","647-V","24","0.01","Cell cycle: percent non-arrested","2.58",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent mitosis","2.57",
"Taxol","KYSE-140","72","33.33","Cell cycle: percent mitosis","2.57",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent mitosis","2.57",
"Taxol","KMRC-20","48","0.02","Cell cycle: percent mitosis","2.57",
"Taxol","JHH-6","48","0.14","Cell cycle: percent mitosis","2.57",
"Taxol","Calu-1","48","0.14","Cell cycle: percent mitosis","2.57",
"Taxol","A375.S2","48","0.14","Cell cycle: percent mitosis","2.57",
"Taxol","COLO-800","48","1.23","Cell cycle: percent non-arrested","2.56",
"Taxol","COLO-800","48","1.23","Cell cycle: percent interphase","2.56",
"Taxol","KMRC-20","72","0.01","Cell cycle: percent mitosis","2.56",
"Taxol","JHH-6","72","0.14","Cell cycle: percent mitosis","2.56",
"Taxol","Ishikawa","72","0.01","Cell cycle: percent mitosis","2.56",
"Taxol","Ishikawa","24","0.01","Cell cycle: percent non-arrested","2.56",
"Taxol","HEC-1","72","0.41","Cell cycle: percent mitosis","2.56",
"Taxol","KATO III","72","0.05","Cell cycle: percent interphase","2.55",
"Taxol","KYSE-140","72","0.41","Cell cycle: percent mitosis","2.55",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent non-arrested","2.54",
"Taxol","KATO III","48","3.7","Cell cycle: percent mitosis","2.53",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent non-arrested","2.53",
"Taxol","Ca9-22","24","0.01","Cell cycle: percent non-arrested","2.53",
"Taxol","A375.S2","24","0.02","Cell cycle: percent non-arrested","2.53",
"Taxol","KYSE-150","72","0.02","Cell cycle: percent mitosis","2.52",
"Taxol","KYSE-140","72","0.02","Cell cycle: percent mitosis","2.52",
"Taxol","KMRC-20","48","3.7","Cell cycle: percent mitosis","2.52",
"Taxol","KYSE-140","48","0.14","Cell cycle: percent mitosis","2.5",
"Taxol","Ishikawa","24","0.01","Cell cycle: percent non-arrested","2.5",
"Taxol","FU97","24","3.7","Cell cycle: percent mitosis","2.5",
"Taxol","CAL-51","72","0.41","Cell cycle: percent mitosis","2.5",
"Taxol","A375.S2","48","3.7","Cell cycle: percent mitosis","2.5",
"Taxol","A375.S2","48","3.7","Cell cycle: percent mitosis","2.5",
"Taxol","SNB75","24","0.41","Cell cycle: percent mitosis","2.49",
"Taxol","IA-LM","48","3.7","Cell cycle: percent non-arrested","2.48",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent non-arrested","2.48",
"Taxol","Calu-1","72","11.11","Cell cycle: percent non-arrested","2.48",
"Taxol","KYSE-140","48","0.41","Cell cycle: percent mitosis","2.47",
"Taxol","PC-9","48","0.14","Cell cycle: percent mitosis","2.47",
"Taxol","PC-9","48","0.05","Cell cycle: percent mitosis","2.47",
"Taxol","SJCRH30","48","33.33","Cell cycle: percent non-arrested","2.46",
"Taxol","SJCRH30","48","33.33","Cell cycle: percent interphase","2.46",
"Taxol","5637","48","11.11","Cell cycle: percent mitosis","2.46",
"Taxol","CAL-51","72","0.41","Cell cycle: percent mitosis","2.45",
"Taxol","NCI-H810","48","0.01","Cell cycle: percent mitosis","2.44",
"Taxol","NCI-H810","48","33.33","Cell cycle: percent mitosis","2.44",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent mitosis","2.44",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent mitosis","2.44",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent mitosis","2.44",
"Taxol","FU97","48","11.11","Cell cycle: percent mitosis","2.44",
"Taxol","IA-LM","48","0.14","Cell cycle: percent interphase","2.43",
"Taxol","HEC-1","72","3.7","Cell cycle: percent mitosis","2.42",
"Taxol","5637","72","0.02","Cell cycle: percent mitosis","2.4",
"Taxol","PC-9","72","0.05","Cell cycle: percent mitosis","2.4",
"Taxol","LNZTA3WT4","48","0.01","Cell cycle: percent mitosis","2.39",
"Taxol","KMRC-20","48","0.02","Cell cycle: percent mitosis","2.39",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent non-arrested","2.38",
"Taxol","HLF","72","0.02","Cell cycle: percent mitosis","2.38",
"Taxol","CAL-51","72","1.23","Cell cycle: percent mitosis","2.38",
"Taxol","NCI-H810","48","0.05","Cell cycle: percent mitosis","2.37",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent mitosis","2.37",
"Taxol","Calu-1","48","0.14","Cell cycle: percent mitosis","2.37",
"Taxol","Calu-1","72","11.11","Cell cycle: percent mitosis","2.37",
"Taxol","Ishikawa","48","0.14","Cell cycle: percent mitosis","2.36",
"Taxol","HLF","24","0.02","Cell cycle: percent non-arrested","2.35",
"Taxol","IA-LM","48","0.41","Cell cycle: percent non-arrested","2.34",
"Taxol","IA-LM","48","3.7","Cell cycle: percent interphase","2.34",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent non-arrested","2.33",
"Taxol","HEC-1","48","0.01","Cell cycle: percent mitosis","2.33",
"Taxol","CAL-51","24","0.01","Cell cycle: percent mitosis","2.33",
"Taxol","A375.S2","48","0.05","Cell cycle: percent mitosis","2.33",
"Taxol","647-V","48","3.7","Cell cycle: percent mitosis","2.33",
"Taxol","Calu-1","72","3.7","Cell cycle: percent mitosis","2.32",
"Taxol","5637","48","0.14","Cell cycle: percent mitosis","2.32",
"Taxol","HEC-1","72","3.7","Cell cycle: percent mitosis","2.31",
"Taxol","KATO III","72","33.33","Cell cycle: percent interphase","2.3",
"Taxol","IA-LM","72","3.7","Cell cycle: percent mitosis","2.29",
"Taxol","647-V","48","0.41","Cell cycle: percent mitosis","2.29",
"Taxol","SJCRH30","24","0.14","Cell cycle: percent mitosis","2.27",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent mitosis","2.27",
"Taxol","KMRC-20","72","11.11","Cell cycle: percent mitosis","2.26",
"Taxol","JHH-6","72","3.7","Cell cycle: percent mitosis","2.26",
"Taxol","Ishikawa","72","11.11","Cell cycle: percent mitosis","2.26",
"Taxol","SJCRH30","72","0.14","Cell cycle: percent non-arrested","2.25",
"Taxol","SJCRH30","72","0.14","Cell cycle: percent interphase","2.25",
"Taxol","KATO III","72","0.41","Cell cycle: percent mitosis","2.25",
"Taxol","CAL-51","72","0.02","Cell cycle: percent mitosis","2.25",
"Taxol","KMRC-20","48","11.11","Cell cycle: percent mitosis","2.24",
"Taxol","HEC-1","72","1.23","Cell cycle: percent mitosis","2.24",
"Taxol","FU97","48","3.7","Cell cycle: percent mitosis","2.24",
"Taxol","647-V","72","0.02","Cell cycle: percent mitosis","2.24",
"Taxol","SNB75","24","0.14","Cell cycle: percent mitosis","2.23",
"Taxol","KATO III","72","0.01","Cell cycle: percent mitosis","2.23",
"Taxol","SK-LMS-1","48","0.41","Cell cycle: percent interphase","2.22",
"Taxol","NCI-H1648","72","0.05","Cell cycle: percent mitosis","2.22",
"Taxol","Ca9-22","24","0.01","Cell cycle: percent non-arrested","2.22",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent mitosis","2.21",
"Taxol","KYSE-140","72","0.02","Cell cycle: percent mitosis","2.21",
"Taxol","Calu-1","48","0.14","Cell cycle: percent non-arrested","2.21",
"Taxol","PC-9","72","3.7","Cell cycle: percent mitosis","2.21",
"Taxol","KATO III","72","0.05","Cell cycle: percent mitosis","2.2",
"Taxol","647-V","48","0.14","Cell cycle: percent mitosis","2.2",
"Taxol","5637","72","11.11","Cell cycle: percent mitosis","2.2",
"Taxol","NCI-H1703","24","0.41","Cell cycle: percent mitosis","2.19",
"Taxol","JHH-6","48","11.11","Cell cycle: percent mitosis","2.19",
"Taxol","HEC-1","48","0.14","Cell cycle: percent mitosis","2.19",
"Taxol","Calu-1","72","0.02","Cell cycle: percent mitosis","2.18",
"Taxol","KYSE-140","72","0.05","Cell cycle: percent mitosis","2.17",
"Taxol","IA-LM","72","33.33","Cell cycle: percent mitosis","2.17",
"Taxol","5637","48","3.7","Cell cycle: percent mitosis","2.17",
"Taxol","647-V","24","0.01","Cell cycle: percent mitosis","2.16",
"Taxol","KYSE-140","24","3.7","Cell cycle: percent non-arrested","2.15",
"Taxol","Calu-1","48","0.02","Cell cycle: percent non-arrested","2.15",
"Taxol","KYSE-140","72","0.41","Cell cycle: percent mitosis","2.14",
"Taxol","SJCRH30","48","0.41","Cell cycle: percent non-arrested","2.13",
"Taxol","SJCRH30","48","0.41","Cell cycle: percent interphase","2.13",
"Taxol","IA-LM","48","0.02","Cell cycle: percent non-arrested","2.13",
"Taxol","KYSE-140","72","1.23","Cell cycle: percent mitosis","2.13",
"Taxol","HEC-1","48","0.01","Cell cycle: percent mitosis","2.13",
"Taxol","CAL-51","72","0.05","Cell cycle: percent mitosis","2.13",
"Taxol","PC-9","48","0.14","Cell cycle: percent mitosis","2.13",
"Taxol","KYSE-180","48","33.33","Cell cycle: percent mitosis","2.12",
"Taxol","Calu-1","48","3.7","Cell cycle: percent mitosis","2.12",
"Taxol","647-V","72","0.02","Cell cycle: percent mitosis","2.11",
"Taxol","IST-MEL1","24","0.02","Cell cycle: percent mitosis","2.1",
"Taxol","KMRC-20","72","1.23","Cell cycle: percent mitosis","2.1",
"Taxol","NCI-H1648","24","33.33","Cell cycle: percent mitosis","2.08",
"Taxol","JHH-6","72","0.05","Cell cycle: percent mitosis","2.08",
"Taxol","647-V","48","0.41","Cell cycle: percent mitosis","2.08",
"Taxol","SJCRH30","72","0.01","Cell cycle: percent non-arrested","2.07",
"Taxol","SJCRH30","72","0.01","Cell cycle: percent interphase","2.07",
"Taxol","HEC-1","72","11.11","Cell cycle: percent mitosis","2.07",
"Taxol","Calu-1","48","0.14","Cell cycle: percent non-arrested","2.07",
"Taxol","JHH-6","48","0.02","Cell cycle: percent mitosis","2.06",
"Taxol","SNB75","48","0.41","Cell cycle: percent mitosis","2.05",
"Taxol","JHH-6","72","0.41","Cell cycle: percent mitosis","2.05",
"Taxol","FU97","48","0.01","Cell cycle: percent non-arrested","2.05",
"Taxol","SK-MES","48","0.41","Cell cycle: percent mitosis","2.04",
"Taxol","HEC-1","72","0.41","Cell cycle: percent mitosis","2.04",
"Taxol","Ca9-22","48","11.11","Cell cycle: percent mitosis","2.04",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent mitosis","2.03",
"Taxol","KMRC-20","72","0.41","Cell cycle: percent mitosis","2.03",
"Taxol","IA-LM","48","0.05","Cell cycle: percent non-arrested","2.01",
"Taxol","KYSE-150","72","3.7","Cell cycle: percent mitosis","2.01",
"Taxol","FU97","24","0.01","Cell cycle: percent mitosis","2.01",
"Taxol","Calu-1","48","0.02","Cell cycle: percent non-arrested","2.01",
"Taxol","IST-MEL1","24","0.14","Cell cycle: percent mitosis","2",
"Taxol","COLO-800","72","0.41","Cell cycle: percent non-arrested","2",
"Taxol","COLO-800","72","0.41","Cell cycle: percent interphase","2",
"Taxol","HLF","72","0.02","Cell cycle: percent mitosis","2",
"Taxol","647-V","48","0.02","Cell cycle: percent mitosis","2",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent mitosis","1.99",
"Taxol","IA-LM","48","0.02","Cell cycle: percent interphase","1.99",
"Taxol","CAL-51","72","0.14","Cell cycle: percent mitosis","1.98",
"Taxol","PC-9","72","0.02","Cell cycle: percent mitosis","1.98",
"Taxol","JHH-6","48","0.02","Cell cycle: percent mitosis","1.97",
"Taxol","KYSE-180","48","0.01","Cell cycle: percent mitosis","1.96",
"Taxol","Calu-1","72","0.01","Cell cycle: percent mitosis","1.96",
"Taxol","KYSE-150","72","0.14","Cell cycle: percent mitosis","1.95",
"Taxol","647-V","48","0.01","Cell cycle: percent mitosis","1.95",
"Taxol","SJCRH30","48","0.05","Cell cycle: percent non-arrested","1.94",
"Taxol","SJCRH30","48","0.05","Cell cycle: percent interphase","1.94",
"Taxol","Ca9-22","48","3.7","Cell cycle: percent mitosis","1.94",
"Taxol","SK-LMS-1","24","0.01","Cell cycle: percent mitosis","1.93",
"Taxol","KMRC-20","72","3.7","Cell cycle: percent mitosis","1.93",
"Taxol","NCI-H1648","72","33.33","Cell cycle: percent mitosis","1.92",
"Taxol","COLO-800","72","0.14","Cell cycle: percent interphase","1.92",
"Taxol","A375.S2","48","0.14","Cell cycle: percent mitosis","1.92",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent mitosis","1.91",
"Taxol","Ishikawa","48","0.01","Cell cycle: percent mitosis","1.91",
"Taxol","IA-LM","48","3.7","Cell cycle: percent interphase","1.9",
"Taxol","FU97","48","0.02","Cell cycle: percent mitosis","1.9",
"Taxol","Calu-1","72","3.7","Cell cycle: percent mitosis","1.9",
"Taxol","CAL-51","48","0.02","Cell cycle: percent mitosis","1.9",
"Taxol","PC-9","72","0.02","Cell cycle: percent mitosis","1.9",
"Taxol","COLO-800","72","0.14","Cell cycle: percent mitosis","1.89",
"Taxol","KATO III","72","0.05","Cell cycle: percent mitosis","1.88",
"Taxol","KMRC-20","72","0.41","Cell cycle: percent mitosis","1.88",
"Taxol","HEC-1","72","0.01","Cell cycle: percent mitosis","1.88",
"Taxol","HEC-1","72","11.11","Cell cycle: percent mitosis","1.88",
"Taxol","647-V","48","0.14","Cell cycle: percent mitosis","1.88",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent mitosis","1.87",
"Taxol","FU97","48","0.05","Cell cycle: percent non-arrested","1.87",
"Taxol","SNB75","24","0.14","Cell cycle: percent mitosis","1.86",
"Taxol","KMRC-20","72","0.05","Cell cycle: percent mitosis","1.86",
"Taxol","Ca9-22","48","0.02","Cell cycle: percent mitosis","1.86",
"Taxol","NCI-H1703","72","0.14","Cell cycle: percent mitosis","1.85",
"Taxol","NCI-H1703","48","0.05","Cell cycle: percent mitosis","1.85",
"Taxol","A375.S2","48","0.02","Cell cycle: percent mitosis","1.85",
"Taxol","647-V","24","0.01","Cell cycle: percent mitosis","1.85",
"Taxol","KYSE-180","48","0.02","Cell cycle: percent mitosis","1.84",
"Taxol","5637","48","0.05","Cell cycle: percent mitosis","1.84",
"Taxol","PC-9","48","3.7","Cell cycle: percent mitosis","1.84",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent mitosis","1.83",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent mitosis","1.83",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent mitosis","1.83",
"Taxol","IA-LM","48","1.23","Cell cycle: percent non-arrested","1.83",
"Taxol","SNB75","48","0.41","Cell cycle: percent mitosis","1.82",
"Taxol","IST-MEL1","24","0.02","Cell cycle: percent mitosis","1.82",
"Taxol","Calu-1","48","3.7","Cell cycle: percent mitosis","1.81",
"Taxol","Calu-1","24","0.02","Cell cycle: percent non-arrested","1.81",
"Taxol","5637","48","0.14","Cell cycle: percent mitosis","1.81",
"Taxol","KMRC-20","48","0.14","Cell cycle: percent mitosis","1.8",
"Taxol","Ishikawa","72","0.14","Cell cycle: percent mitosis","1.8",
"Taxol","647-V","48","0.01","Cell cycle: percent mitosis","1.8",
"Taxol","SJCRH30","24","3.7","Cell cycle: percent mitosis","1.79",
"Taxol","NCI-H1648","72","33.33","Cell cycle: percent mitosis","1.79",
"Taxol","FU97","48","0.01","Cell cycle: percent non-arrested","1.79",
"Taxol","SK-MES","48","0.14","Cell cycle: percent mitosis","1.78",
"Taxol","HLF","48","0.01","Cell cycle: percent mitosis","1.78",
"Taxol","KATO III","72","0.14","Cell cycle: percent mitosis","1.77",
"Taxol","SNB75","24","0.41","Cell cycle: percent mitosis","1.76",
"Taxol","5637","72","0.05","Cell cycle: percent non-arrested","1.75",
"Taxol","5637","72","0.05","Cell cycle: percent interphase","1.75",
"Taxol","KATO III","72","0.41","Cell cycle: percent non-arrested","1.74",
"Taxol","KATO III","72","0.41","Cell cycle: percent interphase","1.74",
"Taxol","KATO III","72","0.01","Cell cycle: percent mitosis","1.74",
"Taxol","KMRC-20","48","0.05","Cell cycle: percent mitosis","1.74",
"Taxol","HLF","24","0.01","Cell cycle: percent mitosis","1.74",
"Taxol","KYSE-180","48","0.05","Cell cycle: percent mitosis","1.73",
"Taxol","KYSE-140","72","3.7","Cell cycle: percent mitosis","1.73",
"Taxol","KYSE-140","24","11.11","Cell cycle: percent non-arrested","1.73",
"Taxol","SK-LMS-1","48","0.41","Cell cycle: percent mitosis","1.72",
"Taxol","NCI-H1703","72","1.23","Cell cycle: percent mitosis","1.72",
