"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"azacitidine","PC-3","24","10","up regulation","12.144","KIF5C"
"azacitidine","PC-3","6","10","up regulation","11.722","CXCL2"
"azacitidine","PC-3","6","10","up regulation","11.609","PTGS2"
"azacitidine","PC-3","6","10","up regulation","11.153","ACLY"
"azacitidine","PC-3","24","10","up regulation","11.002","CXCL2"
"azacitidine","MCF7","6","10","up regulation","10.687","FOXO4"
"azacitidine","PC-3","6","10","up regulation","10.597","TIPARP"
"azacitidine","PC-3","6","10","up regulation","10.335","GADD45A"
"azacitidine","MCF7","6","10","up regulation","10.157","PAK6"
"azacitidine","PC-3","24","10","up regulation","10.085","HS2ST1"
"azacitidine","PC-3","6","10","up regulation","9.808","MALT1"
"azacitidine","PC-3","24","10","up regulation","9.751","XBP1"
"azacitidine","MCF7","6","10","up regulation","9.67","PLSCR1"
"azacitidine","MCF7","24","10","up regulation","9.342","FKBP14"
"azacitidine","PC-3","24","10","up regulation","9.34","DDIT4"
"azacitidine","MCF7","6","10","up regulation","8.772","NNT"
"azacitidine","PC-3","24","10","up regulation","8.731","PTGS2"
"azacitidine","PC-3","24","10","up regulation","8.221","RAB11FIP2"
"azacitidine","PC-3","6","10","up regulation","8.214","MAP7"
"azacitidine","PC-3","6","10","up regulation","7.866","MYC"
"azacitidine","PC-3","24","10","up regulation","7.816","VAV3"
"azacitidine","PC-3","6","10","up regulation","7.684","JUN"
"azacitidine","PC-3","24","10","up regulation","7.499","GADD45A"
"azacitidine","MCF7","24","10","up regulation","7.375","ARHGEF2"
"azacitidine","PC-3","24","10","up regulation","7.268","AGL"
"azacitidine","MCF7","6","10","up regulation","7.211","MAPKAPK5"
"azacitidine","MCF7","6","10","up regulation","7.172","TIPARP"
"azacitidine","PC-3","6","10","up regulation","7.159","XBP1"
"azacitidine","PC-3","6","10","up regulation","7.128","GADD45B"
"azacitidine","PC-3","6","10","up regulation","7.085","NFIL3"
"azacitidine","PC-3","24","10","up regulation","7.022","PMAIP1"
"azacitidine","MCF7","6","10","up regulation","6.903","MYC"
"azacitidine","PC-3","6","10","up regulation","6.805","CDKN1A"
"azacitidine","PC-3","6","10","up regulation","6.752","KIF5C"
"azacitidine","PC-3","24","10","up regulation","6.503","UTP14A"
"azacitidine","MCF7","6","10","up regulation","6.414","NUP93"
"azacitidine","PC-3","6","10","up regulation","6.287","EGR1"
"azacitidine","PC-3","6","10","up regulation","6.16","RRS1"
"azacitidine","PC-3","24","10","up regulation","6.149","ETV1"
"azacitidine","PC-3","6","10","up regulation","6.089","CDK6"
"azacitidine","MCF7","24","10","up regulation","5.884","HMOX1"
"azacitidine","PC-3","24","10","up regulation","5.781","AARS"
"azacitidine","PC-3","24","10","up regulation","5.733","ARHGEF2"
"azacitidine","MCF7","24","10","up regulation","5.558","CEBPZ"
"azacitidine","PC-3","24","10","up regulation","5.479","RRP8"
"azacitidine","MCF7","6","10","up regulation","5.473","PTGS2"
"azacitidine","PC-3","24","10","up regulation","5.459","DDX10"
"azacitidine","MCF7","6","10","up regulation","5.436","DDIT4"
"azacitidine","PC-3","24","10","up regulation","5.421","ADO"
"azacitidine","MCF7","6","10","up regulation","5.392","ETV1"
"azacitidine","MCF7","24","10","up regulation","5.391","C2CD2"
"azacitidine","MCF7","24","10","up regulation","5.389","TXNRD1"
"azacitidine","PC-3","24","10","up regulation","5.378","DHDDS"
"azacitidine","MCF7","24","10","up regulation","5.375","SYNGR3"
"azacitidine","PC-3","6","10","up regulation","5.339","DDIT4"
"azacitidine","MCF7","6","10","up regulation","5.312","IER3"
"azacitidine","MCF7","6","10","up regulation","5.254","DUSP4"
"azacitidine","PC-3","6","10","up regulation","5.185","PMAIP1"
"azacitidine","MCF7","24","10","up regulation","5.149","MAPKAPK5"
"azacitidine","MCF7","24","10","up regulation","5.086","CEBPA"
"azacitidine","PC-3","6","10","up regulation","5.059","DUSP4"
"azacitidine","MCF7","24","10","up regulation","5.022","CHERP"
"azacitidine","MCF7","6","10","up regulation","5.006","NCK2"
"azacitidine","MCF7","24","10","up regulation","4.988","DPH2"
"azacitidine","MCF7","6","10","up regulation","4.987","TRAPPC6A"
"azacitidine","PC-3","6","10","up regulation","4.946","RRP8"
"azacitidine","PC-3","24","10","up regulation","4.934","PSMD10"
"azacitidine","PC-3","6","10","up regulation","4.9","EPHB2"
"azacitidine","PC-3","24","10","up regulation","4.845","MTHFD2"
"azacitidine","MCF7","24","10","up regulation","4.823","DDX10"
"azacitidine","MCF7","24","10","up regulation","4.754","RELB"
"azacitidine","PC-3","24","10","up regulation","4.719","DENND2D"
"azacitidine","PC-3","24","10","up regulation","4.688","TEX10"
"azacitidine","PC-3","6","10","up regulation","4.686","RBKS"
"azacitidine","MCF7","24","10","up regulation","4.685","IDE"
"azacitidine","PC-3","6","10","up regulation","4.662","IER3"
"azacitidine","PC-3","24","10","up regulation","4.662","KIAA0355"
"azacitidine","PC-3","6","10","up regulation","4.648","IL1B"
"azacitidine","MCF7","24","10","up regulation","4.635","RAE1"
"azacitidine","MCF7","24","10","up regulation","4.627","CLPX"
"azacitidine","PC-3","6","10","up regulation","4.602","RGS2"
"azacitidine","PC-3","24","10","up regulation","4.591","HERPUD1"
"azacitidine","MCF7","24","10","up regulation","4.562","RPP38"
"azacitidine","PC-3","24","10","up regulation","4.551","GPR56"
"azacitidine","PC-3","24","10","up regulation","4.541","CEBPZ"
"azacitidine","MCF7","24","10","up regulation","4.538","DUSP4"
"azacitidine","PC-3","24","10","up regulation","4.535","TSC22D3"
"azacitidine","PC-3","6","10","up regulation","4.436","RPP38"
"azacitidine","MCF7","24","10","up regulation","4.404","GRB10"
"azacitidine","MCF7","24","10","up regulation","4.404","INPP4B"
"azacitidine","MCF7","24","10","up regulation","4.375","DNAJB2"
"azacitidine","MCF7","24","10","up regulation","4.368","RRS1"
"azacitidine","PC-3","6","10","up regulation","4.285","PRAF2"
"azacitidine","PC-3","6","10","up regulation","4.268","DDX10"
"azacitidine","PC-3","24","10","up regulation","4.219","PHGDH"
"azacitidine","PC-3","6","10","up regulation","4.21","CHAC1"
"azacitidine","MCF7","24","10","up regulation","4.155","MYO10"
"azacitidine","PC-3","6","10","up regulation","4.087","SLC1A4"
"azacitidine","MCF7","24","10","up regulation","4.076","UTP14A"
"azacitidine","PC-3","6","10","up regulation","4.07","STAMBP"
"azacitidine","PC-3","24","10","up regulation","4.041","CDKN1A"
"azacitidine","MCF7","24","10","up regulation","4.006","INPP1"
"azacitidine","PC-3","6","10","up regulation","4.002","ARID5B"
"azacitidine","PC-3","6","10","up regulation","4.001","GRB10"
"azacitidine","PC-3","24","10","up regulation","3.989","PRAF2"
"azacitidine","PC-3","24","10","up regulation","3.953","NFIL3"
"azacitidine","PC-3","24","10","up regulation","3.941","STAT3"
"azacitidine","PC-3","6","10","up regulation","3.921","FOXO3"
"azacitidine","MCF7","24","10","up regulation","3.899","EIF5"
"azacitidine","PC-3","24","10","up regulation","3.839","GHR"
"azacitidine","MCF7","6","10","up regulation","3.838","GHR"
"azacitidine","PC-3","6","10","up regulation","3.825","ARHGEF2"
"azacitidine","PC-3","24","10","up regulation","3.806","VPS28"
"azacitidine","PC-3","24","10","up regulation","3.804","MICALL1"
"azacitidine","PC-3","24","10","up regulation","3.8","DYRK3"
"azacitidine","PC-3","24","10","up regulation","3.794","RBM34"
"azacitidine","MCF7","6","10","up regulation","3.77","ARID4B"
"azacitidine","MCF7","6","10","up regulation","3.765","ICAM1"
"azacitidine","MCF7","24","10","up regulation","3.762","RRP12"
"azacitidine","MCF7","6","10","up regulation","3.756","GPC1"
"azacitidine","PC-3","24","10","up regulation","3.745","TRIB3"
"azacitidine","MCF7","24","10","up regulation","3.731","KEAP1"
"azacitidine","MCF7","6","10","up regulation","3.691","CCL2"
"azacitidine","MCF7","6","10","up regulation","3.683","HEATR1"
"azacitidine","MCF7","24","10","up regulation","3.666","CRKL"
"azacitidine","PC-3","24","10","up regulation","3.649","RAE1"
"azacitidine","PC-3","6","10","up regulation","3.627","SRC"
"azacitidine","PC-3","6","10","up regulation","3.615","HMGCS1"
"azacitidine","PC-3","24","10","up regulation","3.612","PRKCQ"
"azacitidine","PC-3","6","10","up regulation","3.605","IGF1R"
"azacitidine","PC-3","24","10","up regulation","3.586","DNTTIP2"
"azacitidine","MCF7","24","10","up regulation","3.576","GABPB1"
"azacitidine","PC-3","24","10","up regulation","3.565","KLHL9"
"azacitidine","PC-3","24","10","up regulation","3.558","ZNF586"
"azacitidine","PC-3","6","10","up regulation","3.54","ZNF586"
"azacitidine","PC-3","24","10","up regulation","3.526","CNOT4"
"azacitidine","PC-3","24","10","up regulation","3.525","CCNH"
"azacitidine","PC-3","24","10","up regulation","3.515","CDK7"
"azacitidine","MCF7","24","10","up regulation","3.515","PCK2"
"azacitidine","MCF7","24","10","up regulation","3.501","MBNL1"
"azacitidine","MCF7","6","10","up regulation","3.499","CNOT4"
"azacitidine","MCF7","24","10","up regulation","3.445","FYN"
"azacitidine","PC-3","24","10","up regulation","3.417","CEBPA"
"azacitidine","PC-3","24","10","up regulation","3.414","POLR1C"
"azacitidine","PC-3","6","10","up regulation","3.389","DDX42"
"azacitidine","PC-3","24","10","up regulation","3.387","KDM5B"
"azacitidine","MCF7","24","10","up regulation","3.297","STX1A"
"azacitidine","MCF7","24","10","up regulation","3.283","CNOT4"
"azacitidine","MCF7","6","10","up regulation","3.269","TMEM5"
