"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Topotecan","A-375","6","10","up regulation","15.257","ID2"
"Topotecan","A549","6","10","up regulation","15.151","SESN1"
"Topotecan","PC-3","6","10","up regulation","12.91","ID2"
"Topotecan","PC-3","6","10","up regulation","12.754","PAK1"
"Topotecan","A549","24","10","up regulation","11.81","SESN1"
"Topotecan","A549","24","10","up regulation","11.459","ADO"
"Topotecan","MCF7","24","10","up regulation","11.096","NR3C1"
"Topotecan","A-375","6","10","up regulation","10.927","PTGS2"
"Topotecan","A-375","6","10","up regulation","10.506","EGR1"
"Topotecan","MCF7","24","10","up regulation","10.457","E2F2"
"Topotecan","MCF7","6","10","up regulation","10.314","ID2"
"Topotecan","PC-3","6","10","up regulation","10.124","ID2"
"Topotecan","MCF7","6","10","up regulation","9.86","PMAIP1"
"Topotecan","MCF7","6","10","up regulation","9.796","PLSCR1"
"Topotecan","A549","24","10","up regulation","9.53","BLCAP"
"Topotecan","MCF7","24","10","up regulation","9.527","RGS2"
"Topotecan","PC-3","6","10","up regulation","9.112","PAK1"
"Topotecan","A549","24","10","up regulation","9.002","CDKN1A"
"Topotecan","A-375","6","10","up regulation","8.915","GADD45A"
"Topotecan","A549","6","10","up regulation","8.816","GATA3"
"Topotecan","MCF7","24","10","up regulation","8.69","GADD45A"
"Topotecan","MCF7","24","10","up regulation","8.485","NCK1"
"Topotecan","A-375","6","10","up regulation","8.461","ZFP36"
"Topotecan","MCF7","24","10","up regulation","8.458","EPHB2"
"Topotecan","PC-3","6","10","up regulation","8.308","SYNE2"
"Topotecan","A549","6","10","up regulation","8.162","ADO"
"Topotecan","A549","24","10","up regulation","8.095","MICALL1"
"Topotecan","MCF7","6","10","up regulation","8.08","SQRDL"
"Topotecan","MCF7","6","10","up regulation","8.037","SERPINE1"
"Topotecan","A-375","6","10","up regulation","7.932","PMAIP1"
"Topotecan","MCF7","24","10","up regulation","7.927","ERO1L"
"Topotecan","A549","24","10","up regulation","7.861","PSMB8"
"Topotecan","A549","24","10","up regulation","7.822","INPP1"
"Topotecan","PC-3","6","10","up regulation","7.71","CDKN1A"
"Topotecan","A-375","6","10","up regulation","7.695","FOS"
"Topotecan","A549","24","10","up regulation","7.61","ADRB2"
"Topotecan","A-375","6","10","up regulation","7.532","CXCL2"
"Topotecan","MCF7","6","10","up regulation","7.38","TGFBR2"
"Topotecan","A-375","6","10","up regulation","7.312","GATA2"
"Topotecan","MCF7","24","10","up regulation","7.128","FOSL1"
"Topotecan","A549","24","10","up regulation","7.126","ADCK3"
"Topotecan","MCF7","24","10","up regulation","7.04","RGS2"
"Topotecan","A549","24","10","up regulation","6.828","FAM63A"
"Topotecan","MCF7","6","10","up regulation","6.823","HS2ST1"
"Topotecan","A-375","6","10","up regulation","6.706","GADD45B"
"Topotecan","MCF7","6","10","up regulation","6.644","DLD"
"Topotecan","MCF7","6","10","up regulation","6.613","NFKB2"
"Topotecan","MCF7","24","10","up regulation","6.613","EGR1"
"Topotecan","MCF7","24","10","up regulation","6.611","MOK"
"Topotecan","A-375","6","10","up regulation","6.529","CEBPA"
"Topotecan","PC-3","6","10","up regulation","6.481","CDKN1A"
"Topotecan","MCF7","6","10","up regulation","6.408","TATDN2"
"Topotecan","A-375","6","10","up regulation","6.363","ICAM1"
"Topotecan","MCF7","24","10","up regulation","6.359","GADD45A"
"Topotecan","MCF7","24","10","up regulation","6.35","IKZF1"
"Topotecan","A-375","6","10","up regulation","6.316","CCL2"
