"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Vorinostat","PC-3","24","0.5","up regulation","68.513","STX1A"
"Vorinostat","PC-3","24","0.5","up regulation","68.342","RNF167"
"Vorinostat","A549","24","10","up regulation","47.226","STX1A"
"Vorinostat","A549","24","10","up regulation","46.565","RNF167"
"Vorinostat","MCF7","24","10","up regulation","45.409","RNF167"
"Vorinostat","MCF7","24","10","up regulation","45.22","STX1A"
"Vorinostat","Huh7","24","10","up regulation","43.971","STX1A"
"Vorinostat","Huh7","24","10","up regulation","43.824","RNF167"
"Vorinostat","VCaP","24","10","up regulation","43.705","HMOX1"
"Vorinostat","MCF7","24","10","up regulation","42.683","MAP7"
"Vorinostat","MCF7","24","10","up regulation","42.479","CLIC4"
"Vorinostat","MCF7","24","0.1","up regulation","42.376","RNF167"
"Vorinostat","MCF7","24","0.1","up regulation","42.274","STX1A"
"Vorinostat","VCaP","24","10","up regulation","41.784","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","40.113","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","40.071","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","38.998","HMOX1"
"Vorinostat","WSU-DLCL2","6","11.1","up regulation","38.301","STX1A"
"Vorinostat","WSU-DLCL2","6","11.1","up regulation","38.128","RNF167"
"Vorinostat","A549","24","10","up regulation","36.418","DNAJB1"
"Vorinostat","A549","24","10","up regulation","36.418","CSRP1"
"Vorinostat","VCaP","24","10","up regulation","35.906","HMOX1"
"Vorinostat","VCaP","24","20","up regulation","35.323","STX1A"
"Vorinostat","VCaP","24","10","up regulation","34.858","HMOX1"
"Vorinostat","A549","24","0.5","up regulation","34.848","CSRP1"
"Vorinostat","A549","24","0.5","up regulation","34.554","DNAJB1"
"Vorinostat","VCaP","24","10","up regulation","33.714","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","32.503","HMOX1"
"Vorinostat","PC-3","24","10","up regulation","32.407","RNF167"
"Vorinostat","MCF7","24","10","up regulation","32.04","IKZF1"
"Vorinostat","VCaP","24","10","up regulation","31.805","ALDOC"
"Vorinostat","VCaP","24","10","up regulation","30.829","ALDOC"
"Vorinostat","A549","24","10","up regulation","30.589","STX1A"
"Vorinostat","VCaP","24","10","up regulation","30.248","ALDOC"
"Vorinostat","VCaP","24","10","up regulation","30.143","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","29.883","ALDOC"
"Vorinostat","MCF7","24","10","up regulation","29.506","FOXO4"
"Vorinostat","VCaP","24","10","up regulation","29.432","HMOX1"
"Vorinostat","A-375","24","10","up regulation","28.81","INSIG1"
"Vorinostat","VCaP","24","10","up regulation","28.766","HMOX1"
"Vorinostat","MCF7","24","10","up regulation","28.751","CLIC4"
"Vorinostat","MCF7","24","10","up regulation","28.566","FOXO4"
"Vorinostat","VCaP","24","10","up regulation","28.363","HMOX1"
"Vorinostat","A-375","24","10","up regulation","28.241","CLIC4"
"Vorinostat","A-375","24","10","up regulation","28.154","MAP7"
"Vorinostat","VCaP","24","10","up regulation","27.844","DDIT4"
"Vorinostat","HT-29","24","0.5","up regulation","27.833","STX1A"
"Vorinostat","Hep G2","6","10","up regulation","27.017","TIAM1"
"Vorinostat","VCaP","24","10","up regulation","26.732","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","26.694","ALDOC"
"Vorinostat","VCaP","24","10","up regulation","26.62","HMOX1"
"Vorinostat","VCaP","24","10","up regulation","26.421","ALDOC"
"Vorinostat","VCaP","24","10","up regulation","25.968","GADD45B"
"Vorinostat","MCF7","24","10","up regulation","25.444","FOXO4"
"Vorinostat","MCF7","24","10","up regulation","25.362","STX1A"
"Vorinostat","VCaP","24","10","up regulation","25.306","GADD45B"
"Vorinostat","MCF7","24","10","up regulation","25.27","RNF167"
"Vorinostat","VCaP","24","10","up regulation","25.098","HMOX1"
"Vorinostat","VCaP","24","20","up regulation","25.028","HMOX1"
