"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"everolimus","PC-3","24","10","up regulation","16.685","STX1A"
"everolimus","PC-3","24","10","up regulation","15.731","CLIC4"
"everolimus","HT-29","6","10","up regulation","15.424","BTK"
"everolimus","A549","6","10","up regulation","14.134","KIF5C"
"everolimus","A549","6","10","up regulation","12.232","SLC25A14"
"everolimus","HT-29","6","10","up regulation","12.011","NFKBIA"
"everolimus","HT-29","6","10","up regulation","11.645","GADD45B"
"everolimus","A549","6","10","up regulation","10.153","HLA-DMA"
"everolimus","HT-29","6","10","up regulation","10.001","NFIL3"
"everolimus","VCaP","6","10","up regulation","9.327","ALDOC"
"everolimus","MCF7","24","10","up regulation","9.022","ADO"
"everolimus","HT-29","6","10","up regulation","8.995","ADAM10"
"everolimus","HT-29","6","10","up regulation","8.598","KLHL21"
"everolimus","PC-3","6","10","up regulation","8.376","INSIG1"
"everolimus","HT-29","6","10","up regulation","8.324","VAV3"
"everolimus","PC-3","6","10","up regulation","8.28","NFIL3"
"everolimus","HT-29","6","10","up regulation","8.273","CDKN1A"
"everolimus","HT-29","6","10","up regulation","8.21","STXBP1"
"everolimus","HT-29","6","10","up regulation","8.06","SLC1A4"
"everolimus","HT-29","6","10","up regulation","8.015","COL1A1"
"everolimus","A549","6","10","up regulation","8.013","GATA2"
"everolimus","A549","6","10","up regulation","7.983","PTPN6"
"everolimus","A549","6","10","up regulation","7.98","ETV1"
"everolimus","VCaP","6","10","up regulation","7.858","NFIL3"
"everolimus","VCaP","6","10","up regulation","7.817","SOX4"
"everolimus","VCaP","6","10","up regulation","7.658","RELB"
"everolimus","HT-29","6","10","up regulation","7.6","TERF2IP"
"everolimus","A549","6","10","up regulation","7.557","DUSP14"
"everolimus","HT-29","6","10","up regulation","7.495","RELB"
"everolimus","HT-29","6","10","up regulation","7.436","MCOLN1"
"everolimus","HT-29","6","10","up regulation","7.419","HIST1H2BK"
"everolimus","PC-3","6","10","up regulation","7.401","TMEM2"
"everolimus","HT-29","6","10","up regulation","7.381","ALDOC"
"everolimus","MCF7","24","10","up regulation","7.374","ALDOC"
"everolimus","Hep G2","6","10","up regulation","7.364","EGR1"
"everolimus","HT-29","6","10","up regulation","7.319","PKIG"
"everolimus","HT-29","6","10","up regulation","7.228","DUSP14"
"everolimus","HT-29","6","10","up regulation","7.169","TMEM2"
"everolimus","VCaP","6","10","up regulation","7.052","RGS2"
"everolimus","HT-29","6","10","up regulation","7.026","INSIG1"
"everolimus","HT-29","6","10","up regulation","6.948","EZH2"
"everolimus","A549","6","10","up regulation","6.88","AKAP8L"
"everolimus","MCF7","6","10","up regulation","6.857","ALDOC"
"everolimus","VCaP","6","10","up regulation","6.77","TMEM2"
"everolimus","A549","6","10","up regulation","6.727","GNAI1"
"everolimus","MCF7","24","10","up regulation","6.682","C2CD2L"
"everolimus","PC-3","6","10","up regulation","6.623","MSRA"
"everolimus","HT-29","6","10","up regulation","6.532","ICAM1"
"everolimus","HT-29","6","10","up regulation","6.518","LYN"
"everolimus","VCaP","6","10","up regulation","6.517","CDK5R1"
"everolimus","HT-29","6","10","up regulation","6.513","GFOD1"
"everolimus","A549","6","10","up regulation","6.466","SPAG4"
"everolimus","VCaP","6","10","up regulation","6.458","NPC1"
"everolimus","MCF7","24","10","up regulation","6.439","MCOLN1"
"everolimus","PC-3","6","10","up regulation","6.435","CDKN1A"
"everolimus","PC-3","6","10","up regulation","6.425","ZFP36"
"everolimus","A549","6","10","up regulation","6.409","HES1"
"everolimus","A549","6","10","up regulation","6.369","HIST1H2BK"
"everolimus","HT-29","6","10","up regulation","6.347","FOXO3"
"everolimus","HT-29","6","10","up regulation","6.346","RAB27A"
"everolimus","HT-29","6","10","up regulation","6.338","PLA2G15"
"everolimus","HT-29","6","10","up regulation","6.263","CDK5R1"
"everolimus","HT-29","6","10","up regulation","6.231","UBE2A"
"everolimus","HT-29","6","10","up regulation","6.223","CCDC92"
"everolimus","HT-29","6","10","up regulation","6.172","PDGFA"
"everolimus","VCaP","6","10","up regulation","6.167","GNAI2"
