"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Temsirolimus","COR-L23","6","10","up regulation","21.732","MCOLN1"
"Temsirolimus","WSU-DLCL2","6","10","up regulation","18.575","ABCC5"
"Temsirolimus","WSU-DLCL2","6","10","up regulation","17.195","MYLK"
"Temsirolimus","NCI-H596","6","10","up regulation","15.395","KIF5C"
"Temsirolimus","WSU-DLCL2","6","10","up regulation","14.902","INPP4B"
"Temsirolimus","MCF7","24","10","up regulation","13.98","SPP1"
"Temsirolimus","SK-LU-1","6","10","up regulation","12.254","PRKCH"
"Temsirolimus","NCI-H596","6","10","up regulation","12.25","MAPK13"
"Temsirolimus","AGS","6","10","up regulation","11.92","MBTPS1"
"Temsirolimus","MDST8","6","10","up regulation","11.814","ADAM10"
"Temsirolimus","A673","6","10","up regulation","11.733","INPP4B"
"Temsirolimus","AGS","6","10","up regulation","11.679","IKBKE"
"Temsirolimus","A673","6","10","up regulation","11.523","ST6GALNAC2"
"Temsirolimus","MDST8","6","10","up regulation","11.384","MAMLD1"
"Temsirolimus","SK-LU-1","6","10","up regulation","11.063","MYLK"
"Temsirolimus","SK-LU-1","6","10","up regulation","10.973","ADO"
"Temsirolimus","COR-L23","6","10","up regulation","10.777","IKZF1"
"Temsirolimus","THP-1","6","10","up regulation","10.773","SIRT3"
"Temsirolimus","THP-1","6","10","up regulation","10.666","MYLK"
"Temsirolimus","A673","6","10","up regulation","9.843","RPP38"
"Temsirolimus","COR-L23","6","10","up regulation","9.825","SSBP2"
"Temsirolimus","MDST8","6","10","up regulation","9.65","HOOK2"
"Temsirolimus","WSU-DLCL2","6","10","up regulation","9.314","CASP2"
"Temsirolimus","THP-1","6","10","up regulation","9.239","SNAP25"
"Temsirolimus","Hep G2","6","10","up regulation","9.123","GATA3"
"Temsirolimus","AGS","6","10","up regulation","9.088","SATB1"
"Temsirolimus","SK-MEL-1","6","10","up regulation","8.998","SQRDL"
"Temsirolimus","HT115","6","10","up regulation","8.802","PAK1"
"Temsirolimus","A549","24","10","up regulation","8.717","ERBB3"
"Temsirolimus","HCT 116","6","10","up regulation","8.561","FBXO11"
"Temsirolimus","MDST8","6","10","up regulation","8.395","ABCC5"
"Temsirolimus","Hep G2","6","10","up regulation","8.378","GNAS"
"Temsirolimus","COR-L23","6","10","up regulation","8.325","ID2"
"Temsirolimus","NCI-H2073","6","10","up regulation","8.26","GATA3"
"Temsirolimus","NCI-H2073","6","10","up regulation","8.183","MCOLN1"
"Temsirolimus","NCI-H2073","6","10","up regulation","8.181","BACE2"
"Temsirolimus","AGS","6","10","up regulation","8.046","RPL39L"
"Temsirolimus","NCI-H2073","6","10","up regulation","7.993","TLR4"
"Temsirolimus","COR-L23","6","10","up regulation","7.977","SUV39H1"
"Temsirolimus","HT-29","6","10","up regulation","7.91","ST3GAL5"
"Temsirolimus","THP-1","6","10","up regulation","7.885","ST3GAL5"
"Temsirolimus","NOMO-1","6","10","up regulation","7.869","SIRT3"
"Temsirolimus","WSU-DLCL2","6","10","up regulation","7.818","SESN1"
"Temsirolimus","VCaP","6","10","up regulation","7.61","MCOLN1"
"Temsirolimus","SK-MEL-1","6","10","up regulation","7.505","HOOK2"
"Temsirolimus","A673","6","10","up regulation","7.44","LSR"
"Temsirolimus","NCI-H2073","6","10","up regulation","7.421","AGL"
"Temsirolimus","MDST8","6","10","up regulation","7.416","ME2"
"Temsirolimus","RMG-I","6","10","up regulation","7.391","KIF14"
"Temsirolimus","HT-29","24","10","up regulation","7.359","ST3GAL5"
"Temsirolimus","HT-29","6","10","up regulation","7.184","GATA3"
"Temsirolimus","VCaP","6","10","up regulation","7.027","SATB1"
"Temsirolimus","RMG-I","6","10","up regulation","7.016","EGR1"
"Temsirolimus","MCF7","24","10","up regulation","6.998","ADCK3"
"Temsirolimus","HT115","6","10","up regulation","6.975","RRS1"
