"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"R406","LoVo","6","10","up regulation","6.989","SUV39H1"
"R406","NCI-H2073","6","10","up regulation","6.977","NARFL"
"R406","BT-20","6","10","up regulation","6.951","TSC22D3"
"R406","BT-20","24","10","up regulation","6.925","SATB1"
"R406","U-937","6","10","up regulation","6.912","CTNNAL1"
"R406","THP-1","6","10","up regulation","6.861","SYNE2"
"R406","A549","6","10","up regulation","6.63","E2F2"
"R406","SK-BR-3","6","10","up regulation","6.619","SORBS3"
"R406","Hep G2","6","10","up regulation","6.552","MCOLN1"
"R406","HT-29","24","10","up regulation","6.549","PAK1"
"R406","BT-20","24","0.4","up regulation","6.506","CXCL2"
"R406","Hs 578T","24","0.4","up regulation","6.415","MAP7"
"R406","EFO-27","6","10","up regulation","6.401","CASP2"
"R406","MCF7","24","0.08","up regulation","6.399","EGF"
"R406","SK-BR-3","24","0.4","up regulation","6.349","FBXO11"
"R406","HT-29","24","10","up regulation","6.344","TLR4"
"R406","Hs 578T","6","2","up regulation","6.332","CDK6"
"R406","AGS","6","10","up regulation","6.315","PYGL"
"R406","NCI-H2073","6","10","up regulation","6.313","PHF15"
"R406","SW620","6","10","up regulation","6.3","CHP"
"R406","Hs 578T","24","0.08","up regulation","6.276","PAK1"
"R406","Hs 578T","24","0.08","up regulation","6.273","SSBP2"
"R406","Hs 578T","24","0.4","up regulation","6.251","SLC35F2"
"R406","MCF7","24","0.08","up regulation","6.209","DDX10"
"R406","AGS","6","10","up regulation","6.208","NR1H2"
"R406","NCI-H1836","6","10","up regulation","6.179","RELB"
"R406","DV-90","6","10","up regulation","6.163","PRKCH"
"R406","SK-BR-3","6","0.08","up regulation","6.055","BHLHE40"
"R406","NCI-H2073","6","10","up regulation","6.034","KLHL21"
"R406","SW-948","6","10","up regulation","6.027","BTK"
"R406","SK-BR-3","6","0.08","up regulation","5.993","E2F2"
"R406","NCI-H2073","6","10","up regulation","5.986","RRP8"
"R406","DV-90","6","10","up regulation","5.964","E2F2"
"R406","SK-BR-3","6","0.08","up regulation","5.908","ADRB2"
"R406","AGS","6","10","up regulation","5.861","CCNA1"
"R406","DV-90","6","10","up regulation","5.857","SUV39H1"
"R406","Hs 578T","24","10","up regulation","5.848","GATA3"
"R406","SK-BR-3","6","0.4","up regulation","5.843","E2F2"
"R406","RMG-I","6","10","up regulation","5.833","VAV3"
"R406","HT-29","24","10","up regulation","5.813","KIAA0753"
"R406","PC-3","6","10","up regulation","5.784","NARFL"
"R406","U-937","6","10","up regulation","5.748","TMEM2"
"R406","MCF7","24","0.08","up regulation","5.737","USP6NL"
"R406","SW-948","6","10","up regulation","5.725","GNAS"
"R406","SK-BR-3","24","0.4","up regulation","5.693","SPP1"
"R406","Hs 578T","6","10","up regulation","5.692","CDK6"
"R406","HT-29","24","10","up regulation","5.689","ERBB3"
"R406","BT-20","6","2","up regulation","5.679","ADO"
"R406","SK-BR-3","6","10","up regulation","5.653","FAS"
"R406","PC-3","6","10","up regulation","5.603","DENND2D"
"R406","MCF7","24","0.08","up regulation","5.602","SORBS3"
"R406","EFO-27","6","10","up regulation","5.597","SUV39H1"
"R406","MCF7","24","0.08","up regulation","5.594","RGS2"
"R406","MDA-MB-231","24","10","up regulation","5.566","ALDOC"
"R406","EFO-27","6","10","up regulation","5.517","CEP57"
"R406","NCI-H1836","6","10","up regulation","5.477","MAP7"
"R406","Hs 578T","24","0.4","up regulation","5.472","VAV3"
"R406","PC-3","6","10","up regulation","5.454","E2F2"
"R406","LoVo","6","10","up regulation","5.442","EVL"
"R406","BT-20","24","10","up regulation","5.438","CEBPA"
"R406","THP-1","6","10","up regulation","5.438","FBXO11"
"R406","SK-BR-3","6","0.08","up regulation","5.437","STK10"
"R406","MDA-MB-231","24","10","up regulation","5.432","ABCB6"
"R406","Hs 578T","6","0.08","up regulation","5.428","LYN"
"R406","SK-BR-3","24","10","up regulation","5.31","CNOT4"
"R406","BT-20","6","10","up regulation","5.293","FAM63A"
"R406","A-375","24","10","up regulation","5.288","EGR1"
"R406","WSU-DLCL2","6","10","up regulation","5.26","CXCR4"
"R406","DV-90","6","10","up regulation","5.209","STAT5B"
"R406","HCC-15","6","10","up regulation","5.175","FOXO4"
"R406","SK-BR-3","24","10","up regulation","5.163","RAB11FIP2"
"R406","RMG-I","6","10","up regulation","5.129","PRUNE"
"R406","U-937","6","10","up regulation","5.119","MVP"
"R406","LoVo","6","10","up regulation","5.109","MSRA"
"R406","PC-3","6","10","up regulation","5.03","MAPK13"
"R406","BT-20","6","10","up regulation","5.014","SESN1"
"R406","A-375","24","10","up regulation","5.01","MMP2"
"R406","Hs 578T","6","10","up regulation","4.997","CASP2"
"R406","Hep G2","6","10","up regulation","4.997","PHF15"
"R406","LoVo","6","10","up regulation","4.968","ABCB6"
"R406","BT-20","24","10","up regulation","4.962","NUCB2"
"R406","A-375","24","10","up regulation","4.959","BMP4"
"R406","SK-BR-3","24","0.4","up regulation","4.956","CASP2"
"R406","BT-20","6","10","up regulation","4.935","KIAA0528"
"R406","THP-1","6","10","up regulation","4.913","ARL4C"
"R406","Hs 578T","24","0.4","up regulation","4.913","HOOK2"
"R406","VCaP","6","10","up regulation","4.888","MCOLN1"
"R406","A549","24","10","up regulation","4.883","MAMLD1"
"R406","Hs 578T","24","0.08","up regulation","4.879","ST6GALNAC2"
"R406","SK-BR-3","6","10","up regulation","4.878","ST3GAL5"
"R406","A-375","24","10","up regulation","4.847","PIK3R3"
"R406","VCaP","6","10","up regulation","4.816","PRKCQ"
"R406","Hep G2","6","10","up regulation","4.808","MELK"
"R406","MDA-MB-231","24","10","up regulation","4.804","FAM63A"
"R406","BT-20","6","2","up regulation","4.794","CD320"
"R406","BT-20","24","0.4","up regulation","4.781","PTGS2"
"R406","Hs 578T","24","10","up regulation","4.779","TCFL5"
"R406","BT-20","6","10","up regulation","4.743","CEBPA"
"R406","SK-BR-3","6","0.08","up regulation","4.74","MSRA"
"R406","LoVo","6","10","up regulation","4.718","ABCC5"
"R406","LoVo","6","10","up regulation","4.712","TRAM2"
"R406","BT-20","6","0.4","up regulation","4.694","USP6NL"
"R406","HT-29","6","10","up regulation","4.692","ERBB3"
"R406","NCI-H2073","6","10","up regulation","4.68","RPP38"
"R406","A549","6","10","up regulation","4.664","NFATC3"
"R406","Hs 578T","24","2","up regulation","4.664","SSBP2"
"R406","BT-20","6","2","up regulation","4.663","MAP7"
"R406","Hs 578T","6","2","up regulation","4.66","HDGFRP3"
"R406","MDA-MB-231","24","10","up regulation","4.649","TSC22D3"
"R406","LoVo","6","10","up regulation","4.647","HERC6"
"R406","DV-90","6","10","up regulation","4.635","PDIA5"
"R406","DV-90","6","10","up regulation","4.626","SCP2"
"R406","EFO-27","6","10","up regulation","4.588","SESN1"
"R406","MCF7","6","0.08","up regulation","4.564","HLA-DMA"
"R406","SW-948","6","10","up regulation","4.558","RRS1"
"R406","BT-20","6","10","up regulation","4.557","PAK6"
"R406","RMG-I","6","10","up regulation","4.554","CXCR4"
"R406","THP-1","6","10","up regulation","4.538","FZD7"
"R406","DV-90","6","10","up regulation","4.494","TBC1D9B"
"R406","SK-LU-1","6","10","up regulation","4.488","MCOLN1"
"R406","EFO-27","6","10","up regulation","4.463","RGS2"
"R406","U-937","6","10","up regulation","4.457","NOTCH1"
"R406","BT-20","6","2","up regulation","4.437","ZNF586"
"R406","WSU-DLCL2","6","10","up regulation","4.427","CBLB"
"R406","HT-29","24","10","up regulation","4.416","FOXO4"
"R406","SK-BR-3","6","2","up regulation","4.398","SPAG4"
"R406","SK-BR-3","6","0.08","up regulation","4.378","HOXA5"
"R406","SK-BR-3","24","0.4","up regulation","4.371","CASP10"
"R406","MDA-MB-231","24","10","up regulation","4.336","ZMYM2"
"R406","SK-BR-3","6","0.08","up regulation","4.334","FZD7"
"R406","SK-LU-1","6","10","up regulation","4.324","KIAA0100"
"R406","A-375","6","10","up regulation","4.321","PLCB3"
"R406","Hs 578T","6","2","up regulation","4.317","HOOK2"
"R406","NCI-H2073","6","10","up regulation","4.312","DNAJC15"
"R406","AGS","6","10","up regulation","4.309","PLCB3"
"R406","SK-BR-3","6","0.08","up regulation","4.305","CHP"
"R406","MDA-MB-231","6","2","up regulation","4.301","ID2"
"R406","BT-20","24","2","up regulation","4.269","ID2"
"R406","DV-90","6","10","up regulation","4.248","ST6GALNAC2"
"R406","WSU-DLCL2","6","10","up regulation","4.241","KIAA1033"
"R406","Hep G2","6","10","up regulation","4.226","PLS1"
"R406","SK-BR-3","24","10","up regulation","4.21","EPHB2"
"R406","DV-90","6","10","up regulation","4.209","CBLB"
"R406","SK-BR-3","6","0.4","up regulation","4.209","SORBS3"
"R406","BT-20","6","2","up regulation","4.207","IKZF1"
"R406","SK-BR-3","6","0.08","up regulation","4.201","CXCL2"
"R406","WSU-DLCL2","6","10","up regulation","4.191","KLHL9"
"R406","RMG-I","6","10","up regulation","4.189","ERBB3"
"R406","HCC-15","6","10","up regulation","4.174","EPHB2"
"R406","Hep G2","6","10","up regulation","4.157","KIAA0753"
"R406","A-375","24","10","up regulation","4.155","ERBB3"
"R406","BT-20","6","2","up regulation","4.155","CHEK2"
"R406","BT-20","24","10","up regulation","4.134","RAP1GAP"
"R406","A-375","24","10","up regulation","4.132","PRAF2"
"R406","Hs 578T","24","2","up regulation","4.099","CHP"
"R406","EFO-27","6","10","up regulation","4.085","DNAJC15"
"R406","MDA-MB-231","24","10","up regulation","4.078","ECH1"
"R406","NCI-H2073","6","10","up regulation","4.075","ABHD4"
"R406","Hep G2","6","10","up regulation","4.07","CCDC92"
"R406","BT-20","24","10","up regulation","4.066","AGL"
"R406","A549","6","10","up regulation","4.06","PLSCR3"
"R406","SW-948","6","10","up regulation","4.058","SNX11"
"R406","AGS","6","10","up regulation","4.046","CDH3"
"R406","Hs 578T","24","10","up regulation","4.036","KIF14"
"R406","NCI-H2073","6","10","up regulation","4.026","PLCB3"
"R406","Hs 578T","6","2","up regulation","4.022","NR3C1"
"R406","SK-BR-3","6","10","up regulation","4.017","HOXA5"
"R406","Hs 578T","24","10","up regulation","4.016","GLI2"
"R406","A549","6","10","up regulation","4.015","IKBKB"
"R406","WSU-DLCL2","6","10","up regulation","4.009","NFKBIA"
"R406","U-937","6","10","up regulation","4.001","UBQLN2"
"R406","U-937","6","10","up regulation","4","MAP7"
"R406","HT-29","24","10","up regulation","3.986","EDN1"
"R406","BT-20","6","2","up regulation","3.973","FBXO11"
"R406","SK-BR-3","24","2","up regulation","3.972","EPHB2"
"R406","VCaP","6","10","up regulation","3.958","RPL39L"
"R406","SW-948","6","10","up regulation","3.947","RASA1"
"R406","BT-20","6","2","up regulation","3.935","APBB2"
"R406","SK-BR-3","24","0.4","up regulation","3.932","PPARG"
"R406","Hs 578T","24","0.08","up regulation","3.926","STXBP1"
"R406","MDA-MB-231","6","10","up regulation","3.917","MTF2"
"R406","NCI-H1836","6","10","up regulation","3.912","SLC25A46"
"R406","HT-29","24","10","up regulation","3.91","TCTN1"
"R406","RMG-I","6","10","up regulation","3.904","GLRX"
"R406","SK-BR-3","24","0.4","up regulation","3.891","RRS1"
"R406","Hep G2","6","10","up regulation","3.877","P4HTM"
"R406","WSU-DLCL2","6","10","up regulation","3.874","PKIG"
"R406","RMG-I","6","10","up regulation","3.863","XPO7"
"R406","RMG-I","6","10","up regulation","3.853","UBR7"
"R406","BT-20","24","2","up regulation","3.851","MAPKAPK2"
"R406","Hs 578T","24","2","up regulation","3.849","TRAPPC6A"
"R406","AGS","6","10","up regulation","3.836","GPATCH8"
"R406","DV-90","6","10","up regulation","3.824","STXBP2"
"R406","A-375","24","10","up regulation","3.819","ST3GAL5"
"R406","A-375","24","10","up regulation","3.815","ACAA1"
"R406","SW620","6","10","up regulation","3.814","C2CD2"
"R406","BT-20","6","10","up regulation","3.81","RAP1GAP"
"R406","Hep G2","6","10","up regulation","3.8","FZD7"
"R406","Hs 578T","24","10","up regulation","3.785","SRC"
"R406","U-937","6","10","up regulation","3.762","ATP1B1"
"R406","NCI-H2073","6","10","up regulation","3.75","HERC6"
"R406","A-375","6","10","up regulation","3.749","PHF15"
"R406","A549","6","10","up regulation","3.737","PTPN6"
"R406","WSU-DLCL2","6","10","up regulation","3.733","RRP8"
"R406","DV-90","6","10","up regulation","3.732","SQRDL"
"R406","BT-20","6","2","up regulation","3.72","RGS2"
"R406","MDA-MB-231","24","10","up regulation","3.719","FOXO4"
"R406","DV-90","6","10","up regulation","3.713","FAM63A"
"R406","BT-20","24","2","up regulation","3.705","CENPE"
"R406","AGS","6","10","up regulation","3.693","RGS2"
"R406","BT-20","6","10","up regulation","3.688","KDM5A"
"R406","A-375","24","10","up regulation","3.687","DHX29"
"R406","DV-90","6","10","up regulation","3.676","GNAI1"
"R406","NCI-H1836","6","10","up regulation","3.672","GPATCH8"
"R406","HT-29","6","10","up regulation","3.671","SYNGR3"
"R406","BT-20","24","10","up regulation","3.669","HES1"
"R406","THP-1","6","10","up regulation","3.664","EGR1"
"R406","A549","24","10","up regulation","3.656","PROS1"
"R406","MDA-MB-231","24","10","up regulation","3.656","HLA-DMA"
"R406","SK-BR-3","6","10","up regulation","3.655","AXIN1"
"R406","MDA-MB-231","24","10","up regulation","3.65","TCTN1"
"R406","LoVo","6","10","up regulation","3.647","FAM63A"
"R406","BT-20","24","0.4","up regulation","3.642","TSPAN6"
"R406","MCF7","24","0.08","up regulation","3.642","HMGA2"
"R406","DV-90","6","10","up regulation","3.638","MAMLD1"
"R406","BT-20","24","10","up regulation","3.621","TSC22D3"
"R406","MDA-MB-231","6","10","up regulation","3.605","MBTPS1"
"R406","MDA-MB-231","24","10","up regulation","3.593","ARID5B"
"R406","RMG-I","6","10","up regulation","3.579","GPATCH8"
"R406","HT-29","24","10","up regulation","3.578","CAT"
"R406","A-375","24","10","up regulation","3.578","CCDC92"
"R406","A549","24","10","up regulation","3.577","CASP7"
"R406","A-375","24","10","up regulation","3.569","APPBP2"
"R406","HT-29","24","10","up regulation","3.539","ECH1"
"R406","EFO-27","6","10","up regulation","3.536","RAB11FIP2"
"R406","EFO-27","6","10","up regulation","3.533","C2CD2"
"R406","Hs 578T","24","2","up regulation","3.521","WDR7"
"R406","A-375","24","10","up regulation","3.518","TGFBR2"
"R406","SK-BR-3","24","0.4","up regulation","3.514","TGFBR2"
"R406","EFO-27","6","10","up regulation","3.504","KLHL21"
"R406","MDA-MB-231","24","10","up regulation","3.5","ADAM10"
"R406","NCI-H1836","6","10","up regulation","3.494","HIST1H2BK"
"R406","MDA-MB-231","24","10","up regulation","3.474","CAT"
"R406","SK-BR-3","6","0.4","up regulation","3.465","CNOT4"
"R406","Hs 578T","24","10","up regulation","3.459","ENOSF1"
"R406","DV-90","6","10","up regulation","3.454","ERBB3"
"R406","DV-90","6","10","up regulation","3.449","IGF2BP2"
"R406","HT-29","6","10","up regulation","3.44","FOXO4"
"R406","WSU-DLCL2","6","10","up regulation","3.438","HDAC6"
"R406","SW-948","6","10","up regulation","3.427","CHP"
"R406","HCC-15","6","10","up regulation","3.426","PTPN6"
"R406","Hs 578T","24","10","up regulation","3.425","PIH1D1"
"R406","SK-BR-3","24","10","up regulation","3.423","WDR7"
"R406","DV-90","6","10","up regulation","3.416","TRAK2"
"R406","U-937","6","10","up regulation","3.41","HIST1H2BK"
"R406","SK-BR-3","6","10","up regulation","3.408","GAA"
"R406","EFO-27","6","10","up regulation","3.402","GPC1"
"R406","A-375","6","10","up regulation","3.393","E2F2"
"R406","MDA-MB-231","24","10","up regulation","3.391","PIK3C2B"
"R406","SK-BR-3","6","10","up regulation","3.389","IGF2BP2"
"R406","HT-29","24","10","up regulation","3.388","NIPSNAP1"
"R406","BT-20","24","10","up regulation","3.381","MBNL1"
"R406","HCC-15","6","10","up regulation","3.376","DUSP4"
"R406","SK-BR-3","24","10","up regulation","3.374","USP6NL"
"R406","WSU-DLCL2","6","10","up regulation","3.372","SRC"
"R406","BT-20","6","10","up regulation","3.366","SH3BP5"
"R406","DV-90","6","10","up regulation","3.363","GFOD1"
"R406","MDA-MB-231","24","10","up regulation","3.359","ETFB"
"R406","A-375","24","10","up regulation","3.354","STUB1"
"R406","RMG-I","6","10","up regulation","3.352","PPP2R5A"
"R406","BT-20","24","10","up regulation","3.352","ECH1"
"R406","NCI-H2073","6","10","up regulation","3.351","RFX5"
"R406","HT-29","24","10","up regulation","3.346","ERBB2"
"R406","HT-29","24","10","up regulation","3.341","AMDHD2"
"R406","EFO-27","6","10","up regulation","3.341","CAT"
"R406","Hep G2","6","10","up regulation","3.34","STAT5B"
"R406","A-375","6","10","up regulation","3.336","SUV39H1"
"R406","MDA-MB-231","24","10","up regulation","3.331","GLRX"
"R406","A-375","24","10","up regulation","3.33","LPAR2"
"R406","BT-20","24","10","up regulation","3.325","CAT"
"R406","HT-29","24","10","up regulation","3.317","KIAA0494"
"R406","LoVo","6","10","up regulation","3.315","TRAK2"
"R406","THP-1","6","10","up regulation","3.31","ZNF586"
"R406","NCI-H2073","6","10","up regulation","3.308","RAP1GAP"
"R406","BT-20","24","2","up regulation","3.305","INPP4B"
"R406","SK-BR-3","24","2","up regulation","3.304","ACAT2"
"R406","A549","24","10","up regulation","3.303","NFATC3"
"R406","DV-90","6","10","up regulation","3.3","NR3C1"
"R406","WSU-DLCL2","6","10","up regulation","3.3","GPER"
"R406","EFO-27","6","10","up regulation","3.297","HOXA5"
"R406","BT-20","6","10","up regulation","3.288","PSRC1"
"R406","MDA-MB-231","24","10","up regulation","3.282","TIPARP"
"R406","A-375","24","10","up regulation","3.282","GRN"
"R406","DV-90","6","10","up regulation","3.282","GNAS"
"R406","LoVo","6","10","up regulation","3.28","ABL1"
"R406","HT-29","24","10","up regulation","3.276","COL1A1"
"R406","HT-29","24","10","up regulation","3.266","WDTC1"
"R406","HCT 116","6","10","up regulation","3.264","CDK19"
"R406","A549","6","10","up regulation","3.262","RAP1GAP"
"R406","Hep G2","6","10","up regulation","3.255","CHN1"
"R406","A-375","24","10","up regulation","3.252","HMGCR"
"R406","SK-BR-3","6","0.08","up regulation","3.244","LAMA3"
"R406","Hep G2","6","10","up regulation","3.242","DENND2D"
"R406","U-937","6","10","up regulation","3.242","EAPP"
"R406","HT-29","6","10","up regulation","3.24","MCOLN1"
"R406","A-375","24","10","up regulation","3.228","ABL1"
"R406","SW-948","6","10","up regulation","3.224","HIST1H2BK"
"R406","A-375","24","10","up regulation","3.222","NISCH"
"R406","SK-BR-3","6","0.08","up regulation","3.215","EDEM1"
"R406","SW-948","6","10","up regulation","3.211","SCP2"
"R406","SK-BR-3","24","0.4","up regulation","3.209","KIAA1033"
"R406","WSU-DLCL2","6","10","up regulation","3.202","FOXO4"
"R406","A-375","24","10","up regulation","3.195","FAM63A"
"R406","EFO-27","6","10","up regulation","3.195","SNX11"
"R406","DV-90","6","10","up regulation","3.193","KDM5A"
"R406","SK-BR-3","24","0.4","up regulation","3.187","NFATC3"
"R406","Hs 578T","24","0.4","up regulation","3.184","ABHD4"
"R406","RMG-I","6","10","up regulation","3.183","ARID5B"
"R406","LoVo","6","10","up regulation","3.182","PKIG"
"R406","EFO-27","6","10","up regulation","3.18","PIK3C2B"
"R406","MDA-MB-231","6","10","up regulation","3.173","GPER"
"R406","LoVo","6","10","up regulation","3.166","WASF3"
"R406","A549","24","10","up regulation","3.162","SLC25A46"
"R406","SW-948","6","10","up regulation","3.146","VPS28"
"R406","HT-29","24","10","up regulation","3.146","CCDC92"
"R406","RMG-I","6","10","up regulation","3.144","IGF1R"
"R406","A-375","24","10","up regulation","3.144","CCDC85B"
"R406","SK-BR-3","6","0.08","up regulation","3.144","USP6NL"
"R406","NCI-H1836","6","10","up regulation","3.142","ME2"
"R406","RMG-I","6","10","up regulation","3.142","FOXO4"
"R406","SK-BR-3","6","10","up regulation","3.141","NOS3"
"R406","WSU-DLCL2","6","10","up regulation","3.139","NCOA3"
"R406","MCF7","24","0.08","up regulation","3.136","RRS1"
"R406","A-375","24","10","up regulation","3.135","TCTA"
"R406","DV-90","6","10","up regulation","3.133","RFC5"
"R406","Hs 578T","6","0.08","up regulation","3.133","FKBP14"
"R406","BT-20","24","2","up regulation","3.125","PRKCQ"
"R406","HT-29","24","10","up regulation","3.125","PIK3C2B"
"R406","HT-29","24","10","up regulation","3.121","TRAPPC6A"
"R406","AGS","6","10","up regulation","3.119","FAM63A"
"R406","Hs 578T","24","0.08","up regulation","3.117","PXMP2"
"R406","U-937","6","10","up regulation","3.115","HOOK2"
"R406","HT-29","24","10","up regulation","3.112","ST6GALNAC2"
"R406","BT-20","24","10","up regulation","3.11","FAM63A"
"R406","HCT 116","6","10","up regulation","3.108","DENND2D"
"R406","WSU-DLCL2","6","10","up regulation","3.103","EML3"
"R406","SW-948","6","10","up regulation","3.102","CDK6"
"R406","BT-20","24","0.4","up regulation","3.1","PAX8"
"R406","HCC-15","6","10","up regulation","3.099","MEF2C"
"R406","A-375","24","10","up regulation","3.098","CDK19"
"R406","SK-BR-3","24","0.4","up regulation","3.096","PRKCQ"
"R406","AGS","6","10","up regulation","3.089","PSMD2"
"R406","BT-20","6","10","up regulation","3.087","PECR"
"R406","Hs 578T","6","10","up regulation","3.078","CCNA1"
"R406","Hs 578T","24","10","up regulation","3.067","CDKN2A"
"R406","VCaP","6","10","up regulation","3.06","KCTD5"
"R406","NCI-H2073","6","10","up regulation","3.054","PTPN6"
"R406","BT-20","24","10","up regulation","3.053","PRKCH"
"R406","SK-BR-3","6","0.08","up regulation","3.053","SPAG4"
"R406","Hep G2","6","10","up regulation","3.051","ZNF131"
"R406","BT-20","6","10","up regulation","3.051","VAV3"
"R406","NCI-H2073","6","10","up regulation","3.047","IKZF1"
"R406","A549","6","10","up regulation","3.047","HMG20B"
"R406","HCC-15","6","10","up regulation","3.046","VGLL4"
"R406","A-375","24","10","up regulation","3.044","PRCP"
"R406","MDA-MB-231","24","10","up regulation","3.037","RAP1GAP"
"R406","MDA-MB-231","24","10","up regulation","3.036","DDIT4"
"R406","WSU-DLCL2","6","10","up regulation","3.032","MBNL2"
"R406","LoVo","6","10","up regulation","3.026","PPP1R13B"
"R406","WSU-DLCL2","6","10","up regulation","3.021","NUSAP1"
"R406","SK-LU-1","6","10","up regulation","3.017","AKAP8L"
"R406","NCI-H2073","6","10","up regulation","3.012","FOXO4"
"R406","HT-29","6","10","up regulation","3.01","SORBS3"
"R406","RMG-I","6","10","up regulation","3.01","TSC22D3"
"R406","RMG-I","6","10","up regulation","3.008","HMG20B"
"R406","HT-29","6","10","up regulation","3.007","CDK19"
"R406","NCI-H2073","6","10","up regulation","3.006","DENND2D"
"R406","WSU-DLCL2","6","10","up regulation","2.997","KLHDC2"
"R406","SK-BR-3","24","10","up regulation","2.997","NR3C1"
"R406","EFO-27","6","10","up regulation","2.988","DDIT4"
"R406","BT-20","6","2","up regulation","2.987","ZNF589"
"R406","SK-BR-3","6","0.4","up regulation","2.986","RAB27A"
"R406","BT-20","24","10","up regulation","2.985","RFX5"
"R406","Hs 578T","6","0.08","up regulation","2.984","PACSIN3"
"R406","HT-29","6","10","up regulation","2.983","BDH1"
"R406","DV-90","6","10","up regulation","2.983","ABHD4"
"R406","SK-BR-3","24","2","up regulation","2.98","NOTCH1"
"R406","Hs 578T","24","10","up regulation","2.977","COG2"
"R406","HCC-15","6","10","up regulation","2.974","ABHD4"
"R406","AGS","6","10","up regulation","2.971","POLD4"
"R406","SK-LU-1","6","10","up regulation","2.971","B3GNT1"
"R406","BT-20","6","10","up regulation","2.971","IKBKE"
"R406","Hs 578T","6","10","up regulation","2.97","AKAP8"
"R406","A549","6","10","up regulation","2.959","FOXO4"
"R406","SK-BR-3","24","10","up regulation","2.958","AKAP8L"
"R406","HT-29","24","10","up regulation","2.956","GRN"
"R406","PC-3","6","10","up regulation","2.95","STK10"
"R406","HCC-15","6","10","up regulation","2.945","CDC25B"
"R406","AGS","6","10","up regulation","2.944","MCOLN1"
"R406","SK-BR-3","6","10","up regulation","2.943","ACLY"
"R406","AGS","6","10","up regulation","2.941","KDM5B"
"R406","SW-948","6","10","up regulation","2.939","IER3"
"R406","BT-20","6","2","up regulation","2.936","USP6NL"
"R406","NCI-H1836","6","10","up regulation","2.924","PRKCQ"
"R406","HT-29","6","10","up regulation","2.922","HMG20B"
