"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"doxorubicin","MCF7","24","10","up regulation","34.073","MAP7"
"doxorubicin","MCF7","24","10","up regulation","30.037","RNF167"
"doxorubicin","MCF7","24","10","up regulation","29.618","CLIC4"
"doxorubicin","MCF7","24","10","up regulation","28.103","STX1A"
"doxorubicin","HT-29","6","10","up regulation","19.366","PAK1"
"doxorubicin","HT-29","6","10","up regulation","17.6","TIAM1"
"doxorubicin","A549","24","10","up regulation","17.359","CASP2"
"doxorubicin","HT-29","6","10","up regulation","16.563","C2CD2"
"doxorubicin","HT-29","6","10","up regulation","16.359","PEX11A"
"doxorubicin","A549","24","10","up regulation","15.873","FOXO4"
"doxorubicin","PC-3","24","10","up regulation","15.545","CXCR4"
"doxorubicin","HT-29","6","10","up regulation","15.244","SPP1"
"doxorubicin","PC-3","24","10","up regulation","14.783","TLR4"
"doxorubicin","HT-29","6","10","up regulation","14.698","GRB10"
"doxorubicin","HT-29","6","10","up regulation","14.117","CASP10"
"doxorubicin","HT-29","6","10","up regulation","14.057","FKBP14"
"doxorubicin","HT-29","6","10","up regulation","14.036","HDGFRP3"
"doxorubicin","HT-29","6","10","up regulation","14.027","RAB11FIP2"
"doxorubicin","HT-29","6","10","up regulation","13.79","SGCB"
"doxorubicin","HT-29","6","10","up regulation","13.548","KIAA0753"
"doxorubicin","HT-29","6","10","up regulation","13.479","ADRB2"
"doxorubicin","A549","24","10","up regulation","13.465","TGFB3"
"doxorubicin","HT-29","6","10","up regulation","13.422","INPP4B"
"doxorubicin","HT-29","6","10","up regulation","13.08","ANO10"
"doxorubicin","HT-29","6","10","up regulation","12.886","ADAM10"
"doxorubicin","A549","24","10","up regulation","12.811","USP6NL"
"doxorubicin","HT-29","6","10","up regulation","12.597","STK10"
"doxorubicin","HT-29","6","10","up regulation","12.591","PRKCH"
"doxorubicin","HT-29","6","10","up regulation","12.457","CXCL2"
"doxorubicin","HT-29","6","10","up regulation","12.093","WASF3"
"doxorubicin","A549","24","10","up regulation","11.879","PLA2G15"
"doxorubicin","HT-29","6","10","up regulation","11.736","CERK"
"doxorubicin","HT-29","6","10","up regulation","11.689","KLHL9"
"doxorubicin","PC-3","24","10","up regulation","11.513","SNAP25"
"doxorubicin","PC-3","24","10","up regulation","11.469","TCTN1"
"doxorubicin","HT-29","6","10","up regulation","11.435","ADO"
"doxorubicin","A549","24","10","up regulation","11.388","ABCC5"
"doxorubicin","A549","6","10","up regulation","11.338","KIF5C"
"doxorubicin","HT-29","6","10","up regulation","11.244","HTRA1"
"doxorubicin","HT-29","6","10","up regulation","11.225","NR1H2"
"doxorubicin","HT-29","6","10","up regulation","11.224","EVL"
"doxorubicin","A549","24","10","up regulation","11.168","CDK5R1"
"doxorubicin","HT-29","6","10","up regulation","11.116","CHEK2"
"doxorubicin","A549","6","10","up regulation","11.084","MAMLD1"
"doxorubicin","PC-3","24","10","up regulation","11.066","PRKCQ"
"doxorubicin","PC-3","24","10","up regulation","10.922","FAIM"
"doxorubicin","PC-3","24","10","up regulation","10.918","CCL2"
"doxorubicin","A549","24","10","up regulation","10.804","MAMLD1"
"doxorubicin","A-375","6","10","up regulation","10.756","BMP4"
"doxorubicin","A549","24","10","up regulation","10.747","CEBPA"
"doxorubicin","PC-3","24","10","up regulation","10.7","EPHB2"
"doxorubicin","VCaP","6","10","up regulation","10.699","SPP1"
"doxorubicin","HT-29","6","10","up regulation","10.643","EAPP"
"doxorubicin","PC-3","24","10","up regulation","10.589","PCK2"
"doxorubicin","HT-29","6","10","up regulation","10.338","ABCC5"
"doxorubicin","PC-3","24","10","up regulation","10.333","TERT"
"doxorubicin","A549","24","10","up regulation","10.256","ST6GALNAC2"
"doxorubicin","HT-29","6","10","up regulation","10.209","MICALL1"
"doxorubicin","PC-3","24","10","up regulation","10.195","PECR"
"doxorubicin","HT-29","6","10","up regulation","10.135","PRKCQ"
