"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"Topotecan","A-375","6","10","up regulation","21.139","ID2"
"Topotecan","A-375","6","10","up regulation","18.884","CXCL2"
"Topotecan","A-375","6","10","up regulation","16.491","EGR1"
"Topotecan","VCaP","24","10","up regulation","13.518","RRS1"
"Topotecan","A549","6","10","up regulation","12.509","SESN1"
"Topotecan","A-375","6","10","up regulation","12.138","HES1"
"Topotecan","PC-3","24","10","up regulation","12.082","IKZF1"
"Topotecan","A-375","6","10","up regulation","11.507","GADD45B"
"Topotecan","A-375","6","10","up regulation","11.013","CCL2"
"Topotecan","A-375","6","10","up regulation","10.74","ZFP36"
"Topotecan","PC-3","24","10","up regulation","10.594","PRAF2"
"Topotecan","A-375","6","10","up regulation","10.534","NFKBIA"
"Topotecan","VCaP","24","10","up regulation","9.874","DDB2"
"Topotecan","A-375","6","10","up regulation","9.337","GATA2"
"Topotecan","A549","24","10","up regulation","9.083","MICALL1"
"Topotecan","PC-3","24","10","up regulation","8.979","GPER"
"Topotecan","A-375","6","10","up regulation","8.574","SQRDL"
"Topotecan","PC-3","6","10","up regulation","8.556","ID2"
"Topotecan","A-375","6","10","up regulation","8.432","GADD45A"
"Topotecan","A-375","6","10","up regulation","8.22","IER3"
"Topotecan","VCaP","24","10","up regulation","8.134","BTK"
"Topotecan","VCaP","24","10","up regulation","8.121","ZNF274"
"Topotecan","A549","24","10","up regulation","7.95","BLCAP"
"Topotecan","A549","6","10","up regulation","7.855","ADO"
"Topotecan","VCaP","24","10","up regulation","7.753","TJP1"
"Topotecan","PC-3","24","10","up regulation","7.702","DPH2"
"Topotecan","A-375","6","10","up regulation","7.639","CEBPA"
"Topotecan","VCaP","24","10","up regulation","7.638","TMEM110"
"Topotecan","VCaP","24","10","up regulation","7.405","IKBKE"
"Topotecan","PC-3","24","10","up regulation","7.301","ID2"
"Topotecan","A-375","6","10","up regulation","7.185","PTGS2"
"Topotecan","VCaP","24","10","up regulation","7.069","CDK6"
"Topotecan","A-375","6","10","up regulation","7.051","BAMBI"
"Topotecan","VCaP","24","10","up regulation","6.989","NCK1"
"Topotecan","A549","6","10","up regulation","6.957","CDKN1A"
"Topotecan","PC-3","24","10","up regulation","6.917","FZD7"
"Topotecan","PC-3","24","10","up regulation","6.862","CDK5R1"
"Topotecan","PC-3","24","10","up regulation","6.853","TBX2"
"Topotecan","A549","24","10","up regulation","6.781","IKZF1"
"Topotecan","PC-3","24","10","up regulation","6.727","ST6GALNAC2"
"Topotecan","A549","24","10","up regulation","6.714","HOOK2"
"Topotecan","VCaP","24","10","up regulation","6.679","MCOLN1"
"Topotecan","PC-3","24","10","up regulation","6.625","GLI2"
"Topotecan","MCF7","6","10","up regulation","6.59","GADD45A"
"Topotecan","A-375","6","10","up regulation","6.534","MYC"
"Topotecan","VCaP","24","10","up regulation","6.448","SMNDC1"
"Topotecan","A-375","6","10","up regulation","6.442","RGS2"
"Topotecan","A549","24","10","up regulation","6.412","GNAI1"
"Topotecan","A549","24","10","up regulation","6.296","ADRB2"
"Topotecan","PC-3","24","10","up regulation","6.14","TICAM1"
"Topotecan","VCaP","24","10","up regulation","6.117","SQRDL"
"Topotecan","A549","24","10","up regulation","6.108","CDKN1A"
