"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"MK 1775","Hep G2","6","10","up regulation","7.719","INPP4B"
"MK 1775","MDST8","6","10","up regulation","7.68","CASP2"
"MK 1775","A549","6","10","up regulation","7.609","INPP4B"
"MK 1775","BT-20","24","0.08","up regulation","7.609","PRKCH"
"MK 1775","MDST8","6","10","up regulation","7.387","FKBP14"
"MK 1775","EFO-27","6","10","up regulation","7.384","GRB10"
"MK 1775","HT-29","6","10","up regulation","7.301","SPP1"
"MK 1775","SK-LU-1","6","10","up regulation","7.271","TGFBR2"
"MK 1775","TYK-nu","6","10","up regulation","7.148","GHR"
"MK 1775","MDST8","6","10","up regulation","7.147","HDGFRP3"
"MK 1775","VCaP","6","10","up regulation","7.105","CENPE"
"MK 1775","SK-BR-3","6","2","up regulation","7.098","RELB"
"MK 1775","VCaP","24","10","up regulation","6.997","TGFBR2"
"MK 1775","EFO-27","6","10","up regulation","6.977","KIF5C"
"MK 1775","SK-MEL-1","6","10","up regulation","6.925","GAA"
"MK 1775","SK-BR-3","6","2","up regulation","6.923","FZD7"
"MK 1775","AGS","6","10","up regulation","6.865","PHKA1"
"MK 1775","Hs 578T","24","0.08","up regulation","6.807","ADO"
"MK 1775","HT-29","6","10","up regulation","6.651","AURKA"
"MK 1775","PC-3","24","10","up regulation","6.646","ABCC5"
"MK 1775","SW620","6","10","up regulation","6.508","MCOLN1"
"MK 1775","MDST8","6","10","up regulation","6.445","PHF15"
"MK 1775","U-937","6","10","up regulation","6.443","CASP2"
"MK 1775","MDST8","6","10","up regulation","6.427","HERC6"
"MK 1775","MDST8","6","10","up regulation","6.372","RRP8"
"MK 1775","HT-29","6","10","up regulation","6.35","PKIG"
"MK 1775","PC-3","6","10","up regulation","6.34","IKZF1"
"MK 1775","MDST8","6","10","up regulation","6.34","TLR4"
"MK 1775","THP-1","6","10","up regulation","6.297","PTGS2"
"MK 1775","EFO-27","6","10","up regulation","6.296","KIAA0355"
"MK 1775","BT-20","24","0.08","up regulation","6.289","PTGS2"
"MK 1775","Hs 578T","6","0.08","up regulation","6.288","HOOK2"
"MK 1775","MCF7","24","10","up regulation","6.279","CCNA1"
"MK 1775","BT-20","24","10","up regulation","6.269","HLA-DMA"
"MK 1775","HT-29","24","10","up regulation","6.264","AURKA"
"MK 1775","BT-20","24","0.08","up regulation","6.226","BHLHE40"
"MK 1775","HT-29","6","10","up regulation","6.219","KIF2C"
"MK 1775","BT-20","24","10","up regulation","6.175","DDX42"
"MK 1775","BT-20","24","0.08","up regulation","6.171","RBKS"
"MK 1775","BT-20","24","10","up regulation","6.145","FOXO4"
"MK 1775","THP-1","6","10","up regulation","6.143","JUN"
"MK 1775","VCaP","6","10","up regulation","6.114","ST6GALNAC2"
"MK 1775","A-375","6","10","up regulation","6.101","MAPK13"
"MK 1775","BT-20","24","10","up regulation","6.083","RRP8"
"MK 1775","MDST8","6","10","up regulation","6.011","PLS1"
"MK 1775","THP-1","6","10","up regulation","6.007","DHDDS"
"MK 1775","THP-1","6","10","up regulation","5.999","SPP1"
"MK 1775","VCaP","6","10","up regulation","5.99","IDE"
"MK 1775","VCaP","6","10","up regulation","5.989","ST3GAL5"
"MK 1775","VCaP","6","10","up regulation","5.966","PPARG"
"MK 1775","SK-BR-3","6","0.08","up regulation","5.899","SORBS3"
"MK 1775","MDST8","6","10","up regulation","5.872","ABHD6"
"MK 1775","SK-BR-3","24","10","up regulation","5.865","MAMLD1"
"MK 1775","MDST8","6","10","up regulation","5.722","STXBP2"
"MK 1775","THP-1","6","10","up regulation","5.711","EPN2"
"MK 1775","U-937","6","10","up regulation","5.71","ERBB2"
"MK 1775","SK-BR-3","6","2","up regulation","5.698","TBX2"
"MK 1775","SK-LU-1","6","10","up regulation","5.693","KIF2C"
"MK 1775","VCaP","6","10","up regulation","5.689","INPP4B"
"MK 1775","TYK-nu","6","10","up regulation","5.688","FBXO11"
"MK 1775","HT-29","6","10","up regulation","5.686","SNX11"
"MK 1775","SK-BR-3","24","10","up regulation","5.669","ST3GAL5"
"MK 1775","MDA-MB-231","24","10","up regulation","5.669","EGR1"
"MK 1775","PC-3","6","10","up regulation","5.653","FBXO11"
"MK 1775","BT-20","6","10","up regulation","5.634","MLLT11"
"MK 1775","EFO-27","6","10","up regulation","5.631","CASP2"
"MK 1775","MDST8","6","10","up regulation","5.621","KIF2C"
"MK 1775","BT-20","24","10","up regulation","5.542","RRS1"
"MK 1775","MDA-MB-231","24","10","up regulation","5.534","MLLT11"
"MK 1775","SW620","6","10","up regulation","5.524","STK10"
"MK 1775","AGS","6","10","up regulation","5.522","CCNA1"
"MK 1775","HT115","6","10","up regulation","5.503","SPAG4"
"MK 1775","HT-29","24","10","up regulation","5.503","PSRC1"
"MK 1775","Hs 578T","24","0.08","up regulation","5.465","CHP"
"MK 1775","U-937","6","10","up regulation","5.448","AURKA"
"MK 1775","BT-20","6","10","up regulation","5.446","PSRC1"
"MK 1775","BT-20","24","10","up regulation","5.409","FEZ2"
"MK 1775","PC-3","6","10","up regulation","5.405","DENND2D"
"MK 1775","A549","6","10","up regulation","5.396","E2F2"
"MK 1775","AGS","6","10","up regulation","5.372","FAM63A"
"MK 1775","SK-BR-3","6","2","up regulation","5.36","GPER"
"MK 1775","A-375","6","10","up regulation","5.34","EGR1"
"MK 1775","Hs 578T","24","10","up regulation","5.317","CCNA1"
"MK 1775","MCF7","24","0.4","up regulation","5.312","USP6NL"
"MK 1775","MDST8","6","10","up regulation","5.304","SRC"
"MK 1775","Hep G2","6","10","up regulation","5.292","NFKBIB"
"MK 1775","HT115","6","10","up regulation","5.276","FZD7"
"MK 1775","HCC-15","6","10","up regulation","5.227","HERC6"
"MK 1775","SW-948","6","10","up regulation","5.197","ST3GAL5"
"MK 1775","BT-20","24","10","up regulation","5.18","KLHL21"
"MK 1775","SK-LU-1","6","10","up regulation","5.175","UBE2C"
"MK 1775","BT-20","24","10","up regulation","5.173","EPHB2"
"MK 1775","A549","24","10","up regulation","5.16","LYN"
"MK 1775","BT-20","24","10","up regulation","5.134","KCTD5"
"MK 1775","BT-20","24","10","up regulation","5.129","PDIA5"
"MK 1775","VCaP","6","10","up regulation","5.121","PSRC1"
"MK 1775","EFO-27","6","10","up regulation","5.119","TLR4"
"MK 1775","HCC-15","6","10","up regulation","5.103","HOOK2"
"MK 1775","EFO-27","6","10","up regulation","5.08","AURKA"
"MK 1775","BT-20","24","10","up regulation","5.062","ARHGEF12"
"MK 1775","SK-BR-3","6","10","up regulation","5.055","AURKA"
"MK 1775","MDA-MB-231","6","10","up regulation","5.052","RELB"
"MK 1775","BT-20","24","0.08","up regulation","5.046","TMEM110"
"MK 1775","BT-20","24","0.08","up regulation","5.034","WDR61"
"MK 1775","VCaP","6","10","up regulation","5.025","KIF2C"
"MK 1775","SK-MEL-1","6","10","up regulation","5.016","ZMYM2"
"MK 1775","SK-BR-3","24","10","up regulation","5.01","MSRA"
"MK 1775","VCaP","6","10","up regulation","5.008","FEZ2"
"MK 1775","U-937","6","10","up regulation","5.007","TIAM1"
"MK 1775","TYK-nu","6","10","up regulation","4.963","PLS1"
"MK 1775","SK-LU-1","6","10","up regulation","4.94","CENPE"
"MK 1775","EFO-27","6","10","up regulation","4.917","HSPA1A"
"MK 1775","BT-20","24","0.08","up regulation","4.914","ARHGEF12"
"MK 1775","SW620","6","10","up regulation","4.894","SESN1"
"MK 1775","MCF7","24","10","up regulation","4.892","FZD7"
"MK 1775","MCF7","24","10","up regulation","4.887","ADRB2"
"MK 1775","SK-BR-3","6","0.08","up regulation","4.884","PLS1"
"MK 1775","PC-3","24","10","up regulation","4.877","AURKA"
"MK 1775","MDA-MB-231","6","0.08","up regulation","4.867","RPP38"
"MK 1775","U-937","6","10","up regulation","4.862","HMGCS1"
"MK 1775","BT-20","24","0.08","up regulation","4.839","SORBS3"
"MK 1775","SW620","6","10","up regulation","4.825","FZD7"
"MK 1775","BT-20","24","0.08","up regulation","4.773","CENPE"
"MK 1775","BT-20","24","0.08","up regulation","4.772","RPP38"
"MK 1775","EFO-27","6","10","up regulation","4.757","KIF14"
"MK 1775","BT-20","6","10","up regulation","4.757","TMEM110"
"MK 1775","PC-3","24","10","up regulation","4.718","HIST1H2BK"
"MK 1775","SK-MEL-1","6","10","up regulation","4.712","IGF1R"
"MK 1775","MDA-MB-231","6","0.08","up regulation","4.709","ID2"
"MK 1775","BT-20","24","0.08","up regulation","4.708","MOK"
"MK 1775","HT-29","6","10","up regulation","4.685","PSRC1"
"MK 1775","TYK-nu","6","10","up regulation","4.68","DDX42"
"MK 1775","BT-20","24","0.08","up regulation","4.656","SPTLC2"
"MK 1775","BT-20","24","0.08","up regulation","4.652","SCYL3"
"MK 1775","SK-LU-1","6","10","up regulation","4.634","TLR4"
"MK 1775","BT-20","24","0.08","up regulation","4.628","DNM1"
"MK 1775","EFO-27","6","10","up regulation","4.616","GFOD1"
"MK 1775","MDST8","6","10","up regulation","4.609","IER3"
"MK 1775","Hs 578T","24","0.4","up regulation","4.603","PTGS2"
"MK 1775","VCaP","6","10","up regulation","4.589","KIF20A"
"MK 1775","MDST8","6","10","up regulation","4.588","ACBD3"
"MK 1775","SNG-M","6","10","up regulation","4.583","HOOK2"
"MK 1775","AGS","6","10","up regulation","4.561","STXBP1"
"MK 1775","SK-BR-3","6","10","up regulation","4.55","AMDHD2"
"MK 1775","THP-1","6","10","up regulation","4.541","RBKS"
"MK 1775","MDA-MB-231","24","0.4","up regulation","4.538","PHGDH"
"MK 1775","Hs 578T","24","10","up regulation","4.535","YTHDF1"
"MK 1775","MDA-MB-231","6","0.08","up regulation","4.527","DENND2D"
"MK 1775","Hs 578T","24","0.08","up regulation","4.521","RRS1"
"MK 1775","MDST8","6","10","up regulation","4.52","CCNA1"
"MK 1775","SK-MEL-1","6","10","up regulation","4.519","RRP8"
"MK 1775","PC-3","6","10","up regulation","4.515","AURKA"
"MK 1775","BT-20","24","0.08","up regulation","4.502","DUSP22"
"MK 1775","SK-LU-1","6","10","up regulation","4.496","CNPY3"
"MK 1775","SK-BR-3","6","2","up regulation","4.488","AURKA"
"MK 1775","SK-LU-1","6","10","up regulation","4.485","IER3"
"MK 1775","SK-BR-3","6","2","up regulation","4.474","KIF2C"
"MK 1775","PC-3","24","10","up regulation","4.46","HIST2H2BE"
"MK 1775","U-937","6","10","up regulation","4.432","FGFR4"
"MK 1775","HT-29","6","10","up regulation","4.426","CCP110"
"MK 1775","AGS","6","10","up regulation","4.413","KIF2C"
"MK 1775","BT-20","24","0.08","up regulation","4.407","KLHL21"
"MK 1775","BT-20","24","0.08","up regulation","4.407","AMDHD2"
"MK 1775","SK-BR-3","24","10","up regulation","4.402","SLC1A4"
"MK 1775","MDA-MB-231","24","10","up regulation","4.398","DHDDS"
"MK 1775","SK-LU-1","6","10","up regulation","4.392","BHLHE40"
"MK 1775","SW-948","6","10","up regulation","4.386","TSPAN4"
"MK 1775","A549","6","10","up regulation","4.353","CASP2"
"MK 1775","BT-20","24","0.08","up regulation","4.348","GNA15"
"MK 1775","MCF7","24","0.4","up regulation","4.345","STXBP2"
"MK 1775","MDST8","6","10","up regulation","4.334","AURKA"
"MK 1775","SK-MEL-1","6","10","up regulation","4.332","MTHFD2"
"MK 1775","HT-29","6","10","up regulation","4.317","KIF20A"
"MK 1775","BT-20","24","10","up regulation","4.305","ZNF451"
"MK 1775","THP-1","6","10","up regulation","4.296","GPATCH8"
"MK 1775","A-375","6","10","up regulation","4.265","AURKA"
"MK 1775","VCaP","24","10","up regulation","4.251","PIK3R4"
"MK 1775","SW620","6","10","up regulation","4.249","EED"
"MK 1775","THP-1","6","10","up regulation","4.248","RPS5"
"MK 1775","THP-1","6","10","up regulation","4.247","AURKA"
"MK 1775","HT-29","6","10","up regulation","4.245","DDX42"
"MK 1775","BT-20","24","10","up regulation","4.236","SNX11"
"MK 1775","PC-3","6","10","up regulation","4.215","RBM34"
"MK 1775","HCC-15","6","10","up regulation","4.209","MAPKAPK5"
"MK 1775","SW-948","6","10","up regulation","4.207","SNX11"
"MK 1775","HT-29","24","10","up regulation","4.202","KIF20A"
"MK 1775","A549","6","10","up regulation","4.191","C2CD2"
"MK 1775","Hs 578T","24","0.08","up regulation","4.19","NUDT9"
"MK 1775","HT-29","24","10","up regulation","4.176","CENPE"
"MK 1775","VCaP","6","10","up regulation","4.161","KIF14"
"MK 1775","SK-BR-3","6","0.08","up regulation","4.157","SCYL3"
"MK 1775","BT-20","24","0.08","up regulation","4.156","AKAP8"
"MK 1775","TYK-nu","6","10","up regulation","4.152","CCP110"
"MK 1775","VCaP","24","10","up regulation","4.142","ANO10"
"MK 1775","PC-3","6","10","up regulation","4.141","KIF2C"
"MK 1775","BT-20","24","0.08","up regulation","4.141","NNT"
"MK 1775","Hep G2","6","10","up regulation","4.139","SATB1"
"MK 1775","HCC-15","6","10","up regulation","4.137","KIF2C"
"MK 1775","NOMO-1","6","10","up regulation","4.133","KIAA0753"
"MK 1775","THP-1","6","10","up regulation","4.115","FSD1"
"MK 1775","HCC-15","6","10","up regulation","4.114","HDAC6"
"MK 1775","U-937","6","10","up regulation","4.112","CD97"
"MK 1775","A549","6","10","up regulation","4.105","DENND2D"
"MK 1775","HT-29","6","10","up regulation","4.083","ST3GAL5"
"MK 1775","BT-20","24","10","up regulation","4.067","KDM5B"
"MK 1775","MDST8","6","10","up regulation","4.053","CENPE"
"MK 1775","BT-20","24","0.08","up regulation","4.051","NCK1"
"MK 1775","Hs 578T","24","10","up regulation","4.05","MOK"
"MK 1775","A549","24","10","up regulation","4.029","TBX2"
"MK 1775","SW620","6","10","up regulation","4.019","RELB"
"MK 1775","A549","24","10","up regulation","4.019","TCTA"
"MK 1775","MDA-MB-231","6","0.08","up regulation","4.008","GPATCH8"
"MK 1775","MDA-MB-231","6","10","up regulation","4.006","ACBD3"
"MK 1775","TYK-nu","6","10","up regulation","4.005","AURKA"
"MK 1775","SK-BR-3","6","2","up regulation","4.004","PLK1"
"MK 1775","SK-BR-3","6","2","up regulation","4.002","PPIC"
"MK 1775","THP-1","6","10","up regulation","4","HOOK2"
"MK 1775","SK-BR-3","6","2","up regulation","3.997","MAP4K4"
"MK 1775","HT-29","6","10","up regulation","3.973","CTNNAL1"
"MK 1775","MCF7","24","0.4","up regulation","3.968","CHMP6"
"MK 1775","MDA-MB-231","24","10","up regulation","3.956","CXCL2"
"MK 1775","Hs 578T","24","10","up regulation","3.951","KIF14"
"MK 1775","SK-BR-3","6","10","up regulation","3.95","PLK1"
"MK 1775","TYK-nu","6","10","up regulation","3.949","PAK1"
"MK 1775","MDST8","6","10","up regulation","3.931","GADD45A"
"MK 1775","PC-3","6","10","up regulation","3.923","PAK1"
"MK 1775","EFO-27","6","10","up regulation","3.913","DYNLT3"
"MK 1775","SK-LU-1","6","10","up regulation","3.907","PSRC1"
"MK 1775","Hs 578T","24","10","up regulation","3.893","GDPD5"
"MK 1775","SK-LU-1","6","10","up regulation","3.892","CDKN1A"
"MK 1775","VCaP","24","10","up regulation","3.886","SMAD3"
"MK 1775","BT-20","24","0.08","up regulation","3.883","GAA"
"MK 1775","HT115","6","10","up regulation","3.883","SNX11"
"MK 1775","PC-3","6","10","up regulation","3.878","CSNK1E"
"MK 1775","BT-20","24","0.08","up regulation","3.876","GHR"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.876","CIAPIN1"
"MK 1775","VCaP","6","10","up regulation","3.87","AURKA"
"MK 1775","MDA-MB-231","6","10","up regulation","3.868","KIF20A"
"MK 1775","HT-29","6","10","up regulation","3.864","MCOLN1"
"MK 1775","HT-29","6","10","up regulation","3.857","USP7"
"MK 1775","BT-20","24","0.08","up regulation","3.844","MAST2"
"MK 1775","Hs 578T","24","0.4","up regulation","3.837","TIMM22"
"MK 1775","SW-948","6","10","up regulation","3.835","MAMLD1"
"MK 1775","BT-20","24","0.08","up regulation","3.829","PRUNE"
"MK 1775","BT-20","24","0.08","up regulation","3.827","PAN2"
"MK 1775","SW-948","6","10","up regulation","3.824","EVL"
"MK 1775","HT-29","6","10","up regulation","3.821","CENPE"
"MK 1775","BT-20","24","0.08","up regulation","3.821","CCDC92"
"MK 1775","MCF7","24","0.4","up regulation","3.817","MAST2"
"MK 1775","NOMO-1","6","10","up regulation","3.812","AURKA"
"MK 1775","SW-948","6","10","up regulation","3.809","CCNF"
"MK 1775","BT-20","24","10","up regulation","3.809","DUSP22"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.799","MICALL1"
"MK 1775","SK-BR-3","24","10","up regulation","3.799","SPTAN1"
"MK 1775","Hep G2","6","10","up regulation","3.793","AURKA"
"MK 1775","MDA-MB-231","24","10","up regulation","3.79","HMGCS1"
"MK 1775","A549","24","10","up regulation","3.789","FAS"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.789","ZNF131"
"MK 1775","Hs 578T","24","0.08","up regulation","3.782","DENND2D"
"MK 1775","THP-1","6","10","up regulation","3.782","NFIL3"
"MK 1775","PC-3","24","10","up regulation","3.781","PLK1"
"MK 1775","Hs 578T","24","0.4","up regulation","3.777","MAP7"
"MK 1775","SW-948","6","10","up regulation","3.773","CHMP6"
"MK 1775","A549","24","10","up regulation","3.772","USP6NL"
"MK 1775","MCF7","24","0.4","up regulation","3.75","SLC5A6"
"MK 1775","SNG-M","6","10","up regulation","3.749","KIF20A"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.748","ABHD4"
"MK 1775","SK-BR-3","24","10","up regulation","3.737","MCOLN1"
"MK 1775","HT-29","6","10","up regulation","3.734","CDC20"
"MK 1775","SK-LU-1","6","10","up regulation","3.734","FZD1"
"MK 1775","MDA-MB-231","24","0.4","up regulation","3.73","WDR7"
"MK 1775","A-375","6","10","up regulation","3.725","SESN1"
"MK 1775","HT-29","24","10","up regulation","3.723","RPL39L"
"MK 1775","VCaP","6","10","up regulation","3.722","MCOLN1"
"MK 1775","Hs 578T","24","0.4","up regulation","3.722","HEBP1"
"MK 1775","BT-20","24","0.08","up regulation","3.72","SFN"
"MK 1775","SNG-M","6","10","up regulation","3.715","AURKA"
"MK 1775","Hs 578T","6","0.08","up regulation","3.712","KIF14"
"MK 1775","HT-29","24","10","up regulation","3.708","SLC1A4"
"MK 1775","EFO-27","6","10","up regulation","3.7","HERC6"
"MK 1775","A-375","6","10","up regulation","3.699","PSRC1"
"MK 1775","MDA-MB-231","24","10","up regulation","3.697","PDIA5"
"MK 1775","HCC-15","6","10","up regulation","3.686","KIF14"
"MK 1775","PC-3","6","10","up regulation","3.684","CYTH1"
"MK 1775","U-937","6","10","up regulation","3.679","ATP1B1"
"MK 1775","SK-BR-3","6","10","up regulation","3.673","MSRA"
"MK 1775","SK-BR-3","6","0.08","up regulation","3.672","SFN"
"MK 1775","PC-3","24","10","up regulation","3.669","FSD1"
"MK 1775","HT-29","24","10","up regulation","3.667","KIF14"
"MK 1775","SW-948","6","10","up regulation","3.667","KIF2C"
"MK 1775","SK-BR-3","6","2","up regulation","3.665","PECR"
"MK 1775","SW-948","6","10","up regulation","3.664","SCP2"
"MK 1775","BT-20","24","10","up regulation","3.664","CCNA1"
"MK 1775","AGS","6","10","up regulation","3.663","KIF14"
"MK 1775","A549","24","10","up regulation","3.658","RAC2"
"MK 1775","BT-20","24","10","up regulation","3.656","STK10"
"MK 1775","BT-20","24","0.08","up regulation","3.652","RELB"
"MK 1775","VCaP","6","10","up regulation","3.652","NUSAP1"
"MK 1775","A549","6","10","up regulation","3.651","KIF2C"
"MK 1775","BT-20","24","10","up regulation","3.644","GFOD1"
"MK 1775","HT-29","6","10","up regulation","3.643","KIF14"
"MK 1775","A-375","6","10","up regulation","3.635","KDM5B"
"MK 1775","SW-948","6","10","up regulation","3.634","PLK1"
"MK 1775","A-375","6","10","up regulation","3.634","STAP2"
"MK 1775","MCF7","24","0.4","up regulation","3.627","DNTTIP2"
"MK 1775","HCC-15","6","10","up regulation","3.623","KIF20A"
"MK 1775","SK-BR-3","6","2","up regulation","3.62","KIF20A"
"MK 1775","MCF7","24","0.4","up regulation","3.62","SFN"
"MK 1775","BT-20","24","10","up regulation","3.617","MSRA"
"MK 1775","U-937","6","10","up regulation","3.611","KIF20A"
"MK 1775","BT-20","6","10","up regulation","3.606","TMEM5"
"MK 1775","BT-20","24","0.08","up regulation","3.605","CD320"
"MK 1775","THP-1","6","10","up regulation","3.602","EGR1"
"MK 1775","BT-20","24","0.08","up regulation","3.602","CASP7"
"MK 1775","SK-LU-1","6","10","up regulation","3.602","KCTD5"
"MK 1775","Hs 578T","24","0.4","up regulation","3.597","AKAP8"
"MK 1775","MDST8","6","10","up regulation","3.59","CD58"
"MK 1775","U-937","6","10","up regulation","3.59","CDH3"
"MK 1775","MDA-MB-231","6","10","up regulation","3.582","CCNF"
"MK 1775","MCF7","24","0.08","up regulation","3.575","AKAP8L"
"MK 1775","MCF7","24","0.4","up regulation","3.571","FASTKD5"
"MK 1775","MCF7","24","0.4","up regulation","3.564","CAB39"
"MK 1775","SK-MEL-1","6","10","up regulation","3.563","KIAA1033"
"MK 1775","Hs 578T","6","0.08","up regulation","3.56","RELB"
"MK 1775","SK-MEL-1","6","10","up regulation","3.558","ID2"
"MK 1775","Hs 578T","24","0.08","up regulation","3.557","IKBKE"
"MK 1775","SK-BR-3","24","10","up regulation","3.556","GLI2"
"MK 1775","PC-3","6","10","up regulation","3.556","CCNB1"
"MK 1775","EFO-27","6","10","up regulation","3.553","SNX11"
"MK 1775","BT-20","24","0.08","up regulation","3.539","PKIG"
"MK 1775","BT-20","24","0.08","up regulation","3.534","CXCL2"
"MK 1775","A549","24","10","up regulation","3.533","PLSCR1"
"MK 1775","SW620","6","10","up regulation","3.526","C2CD2"
"MK 1775","MCF7","24","0.08","up regulation","3.524","PPP2R3C"
"MK 1775","BT-20","24","0.08","up regulation","3.521","TCTN1"
"MK 1775","MDA-MB-231","6","10","up regulation","3.519","SNAP25"
"MK 1775","U-937","6","10","up regulation","3.517","NOTCH1"
"MK 1775","PC-3","6","10","up regulation","3.517","PSRC1"
"MK 1775","BT-20","24","10","up regulation","3.512","IGF2BP2"
"MK 1775","MCF7","24","0.08","up regulation","3.51","DDB2"
"MK 1775","A549","24","10","up regulation","3.505","GPC1"
"MK 1775","THP-1","6","10","up regulation","3.502","KIF2C"
"MK 1775","AGS","6","10","up regulation","3.499","PSRC1"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.499","FAM63A"
"MK 1775","Hs 578T","24","10","up regulation","3.496","AKAP8"
"MK 1775","EFO-27","6","10","up regulation","3.495","SGCB"
"MK 1775","SK-MEL-1","6","10","up regulation","3.494","CBLB"
"MK 1775","BT-20","6","10","up regulation","3.494","TPD52L2"
"MK 1775","BT-20","24","10","up regulation","3.492","SERPINE1"
"MK 1775","AGS","6","10","up regulation","3.491","BLMH"
"MK 1775","HCC-15","6","10","up regulation","3.487","PEX11A"
"MK 1775","SK-BR-3","24","10","up regulation","3.475","RELB"
"MK 1775","PC-3","6","10","up regulation","3.471","CENPE"
"MK 1775","AGS","6","10","up regulation","3.471","MSRA"
"MK 1775","MDA-MB-231","6","10","up regulation","3.461","IGHMBP2"
"MK 1775","BT-20","24","10","up regulation","3.452","NR1H2"
"MK 1775","A549","6","10","up regulation","3.448","GPATCH8"
"MK 1775","EFO-27","6","10","up regulation","3.435","ZMYM2"
"MK 1775","BT-20","24","0.08","up regulation","3.434","REEP5"
"MK 1775","SK-BR-3","24","10","up regulation","3.431","HIST1H2BK"
"MK 1775","HT115","6","10","up regulation","3.428","KIF2C"
"MK 1775","VCaP","6","10","up regulation","3.427","DENND2D"
"MK 1775","SK-LU-1","6","10","up regulation","3.422","LBR"
"MK 1775","A549","6","10","up regulation","3.418","CDH3"
"MK 1775","SK-BR-3","24","10","up regulation","3.418","EVL"
"MK 1775","SK-BR-3","6","10","up regulation","3.414","KIF2C"
"MK 1775","SK-BR-3","6","10","up regulation","3.412","LBR"
"MK 1775","MDA-MB-231","6","10","up regulation","3.412","BHLHE40"
"MK 1775","SK-BR-3","6","10","up regulation","3.399","CENPE"
"MK 1775","MDA-MB-231","24","10","up regulation","3.396","NFKBIE"
"MK 1775","MDA-MB-231","24","0.4","up regulation","3.394","EVL"
"MK 1775","VCaP","24","10","up regulation","3.392","DFFB"
"MK 1775","SNG-M","6","10","up regulation","3.39","SESN1"
"MK 1775","MDA-MB-231","6","0.08","up regulation","3.386","CDKN2A"
"MK 1775","BT-20","24","10","up regulation","3.383","REEP5"
"MK 1775","HCC-15","6","10","up regulation","3.383","CNPY3"
"MK 1775","MCF7","24","10","up regulation","3.378","CASP10"
"MK 1775","BT-20","24","0.08","up regulation","3.371","MYLK"
