"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"PF04217903","MDA-MB-231","6","0.4","up regulation","13.516","CDK6"
"PF04217903","MCF7","24","2","up regulation","12.289","MAMLD1"
"PF04217903","MDST8","6","40","up regulation","10.675","INPP4B"
"PF04217903","MCF7","24","40","up regulation","9.822","PAK1"
"PF04217903","Hep G2","6","40","up regulation","9.398","MCOLN1"
"PF04217903","LoVo","6","40","up regulation","8.722","EAPP"
"PF04217903","Hs 578T","6","2","up regulation","8.615","PIGB"
"PF04217903","SW-948","6","40","up regulation","8.383","E2F2"
"PF04217903","Hep G2","6","40","up regulation","8.347","ST3GAL5"
"PF04217903","MDST8","6","40","up regulation","8.326","FKBP14"
"PF04217903","SK-BR-3","6","0.4","up regulation","8.114","TLR4"
"PF04217903","A-375","24","40","up regulation","8.049","SPP1"
"PF04217903","MCF7","24","40","up regulation","8.016","IKZF1"
"PF04217903","A549","6","40","up regulation","8.013","GATA3"
"PF04217903","SW-948","6","40","up regulation","7.859","PRKCH"
"PF04217903","SK-BR-3","6","0.4","up regulation","7.735","CNOT4"
"PF04217903","SK-BR-3","6","0.4","up regulation","7.617","CASP2"
"PF04217903","SK-BR-3","6","0.4","up regulation","7.383","RRS1"
"PF04217903","MCF7","6","40","up regulation","7.289","SUV39H1"
"PF04217903","SK-BR-3","24","0.08","up regulation","7.134","MAMLD1"
"PF04217903","LoVo","6","40","up regulation","6.864","SNX11"
"PF04217903","BT-20","24","0.4","up regulation","6.789","ID2"
"PF04217903","BT-20","24","0.4","up regulation","6.785","SPP1"
"PF04217903","Hs 578T","6","2","up regulation","6.716","MEF2C"
"PF04217903","VCaP","6","40","up regulation","6.71","SATB1"
"PF04217903","BT-20","6","0.08","up regulation","6.611","FKBP14"
"PF04217903","LoVo","6","40","up regulation","6.547","GATA3"
"PF04217903","BT-20","6","0.08","up regulation","6.246","KLHL21"
"PF04217903","HT-29","24","40","up regulation","6.238","MAMLD1"
"PF04217903","PC-3","24","40","up regulation","6.238","MAMLD1"
"PF04217903","A-375","6","40","up regulation","6.21","NFATC3"
"PF04217903","LoVo","6","40","up regulation","6.206","GNAI1"
"PF04217903","HT-29","24","40","up regulation","6.203","PAK1"
"PF04217903","MCF7","6","40","up regulation","6.183","FBXO11"
"PF04217903","THP-1","6","40","up regulation","6.168","PLSCR3"
"PF04217903","MDST8","6","40","up regulation","6.051","SNX13"
"PF04217903","SW-948","6","40","up regulation","5.887","WDR61"
"PF04217903","HCC-15","6","40","up regulation","5.861","CDK6"
"PF04217903","Hep G2","6","40","up regulation","5.753","NR3C1"
"PF04217903","MDST8","6","40","up regulation","5.744","MCOLN1"
"PF04217903","HT-29","24","40","up regulation","5.698","IKBKE"
"PF04217903","THP-1","6","40","up regulation","5.665","MCOLN1"
"PF04217903","SW-948","6","40","up regulation","5.608","GNAI1"
"PF04217903","A-375","6","40","up regulation","5.579","TGFBR2"
"PF04217903","A549","6","40","up regulation","5.512","APOE"
"PF04217903","LoVo","6","40","up regulation","5.49","KCTD5"
"PF04217903","A-375","24","40","up regulation","5.463","E2F2"
"PF04217903","A549","6","40","up regulation","5.425","NPRL2"
"PF04217903","A-375","6","40","up regulation","5.419","HOOK2"
"PF04217903","A549","24","40","up regulation","5.4","MALT1"
"PF04217903","MDST8","6","40","up regulation","5.332","TLR4"
"PF04217903","LoVo","6","40","up regulation","5.273","CHP"
"PF04217903","SK-BR-3","6","0.4","up regulation","5.26","SORBS3"
"PF04217903","Hep G2","6","40","up regulation","5.172","DYNLT3"
"PF04217903","HT-29","6","40","up regulation","5.137","GPATCH8"
"PF04217903","MDST8","6","40","up regulation","5.135","GPR56"
"PF04217903","MCF7","6","0.4","up regulation","5.061","EPHB2"
"PF04217903","MCF7","6","40","up regulation","4.999","ADRB2"
"PF04217903","MCF7","6","40","up regulation","4.898","TLR4"
"PF04217903","SW-948","6","40","up regulation","4.854","RRS1"
"PF04217903","MCF7","6","0.08","up regulation","4.806","GNAI1"
