"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value","Gene Name"
"pidorubicine","A549","24","10","up regulation","16.664","FOXO4"
"pidorubicine","PC-3","6","10","up regulation","15.12","E2F2"
"pidorubicine","A549","24","10","up regulation","14.881","CXCR4"
"pidorubicine","A-375","6","10","up regulation","13.248","SQRDL"
"pidorubicine","PC-3","24","10","up regulation","12.168","SIRT3"
"pidorubicine","A549","24","10","up regulation","11.585","ADO"
"pidorubicine","A549","24","10","up regulation","11.238","FOXO4"
"pidorubicine","A549","24","10","up regulation","11.157","GATA3"
"pidorubicine","A549","24","10","up regulation","10.702","LSR"
"pidorubicine","A549","24","10","up regulation","10.659","ADRB2"
"pidorubicine","PC-3","6","10","up regulation","10.509","TLR4"
"pidorubicine","MCF7","24","10","up regulation","10.439","FBXO11"
"pidorubicine","A-375","6","10","up regulation","10.287","PLCB3"
"pidorubicine","Hep G2","6","10","up regulation","9.995","PTPN6"
"pidorubicine","A549","24","10","up regulation","9.991","TBX2"
"pidorubicine","PC-3","24","10","up regulation","9.986","CXCR4"
"pidorubicine","Hep G2","6","10","up regulation","9.795","HOXA10"
"pidorubicine","A549","24","10","up regulation","9.719","CDK5R1"
"pidorubicine","MCF7","24","10","up regulation","9.706","EDEM1"
"pidorubicine","A-375","6","10","up regulation","9.694","ID2"
"pidorubicine","MCF7","24","10","up regulation","9.647","MCOLN1"
"pidorubicine","A549","24","10","up regulation","9.238","GATA3"
"pidorubicine","VCaP","6","10","up regulation","9.14","ICAM1"
"pidorubicine","A549","24","10","up regulation","8.915","PLA2G15"
"pidorubicine","PC-3","24","10","up regulation","8.869","APOE"
"pidorubicine","A-375","6","10","up regulation","8.806","MAP7"
"pidorubicine","A549","24","10","up regulation","8.707","KCTD5"
"pidorubicine","PC-3","24","10","up regulation","8.657","SSBP2"
"pidorubicine","A549","24","10","up regulation","8.599","C2CD2L"
"pidorubicine","PC-3","24","10","up regulation","8.592","TCTN1"
"pidorubicine","A-375","6","10","up regulation","8.45","APPBP2"
"pidorubicine","PC-3","24","10","up regulation","8.41","RSU1"
"pidorubicine","HT-29","6","10","up regulation","8.399","APPBP2"
"pidorubicine","A-375","6","10","up regulation","8.362","TCTN1"
"pidorubicine","Hep G2","6","10","up regulation","8.354","KIF5C"
"pidorubicine","PC-3","24","10","up regulation","8.314","HS2ST1"
"pidorubicine","A-375","6","10","up regulation","8.288","FBXO11"
"pidorubicine","A-375","6","10","up regulation","8.142","MMP1"
"pidorubicine","PC-3","24","10","up regulation","8.121","PPP1R13B"
"pidorubicine","A549","24","10","up regulation","8.01","KIF5C"
"pidorubicine","A549","24","10","up regulation","7.966","APPBP2"
"pidorubicine","PC-3","24","10","up regulation","7.666","HERC6"
"pidorubicine","A549","24","10","up regulation","7.645","INPP1"
"pidorubicine","A549","24","10","up regulation","7.644","CEBPA"
"pidorubicine","PC-3","24","10","up regulation","7.539","FAM20B"
"pidorubicine","PC-3","24","10","up regulation","7.529","ADAT1"
"pidorubicine","A549","24","10","up regulation","7.519","KLHL21"
"pidorubicine","MCF7","6","10","up regulation","7.499","TCTN1"
"pidorubicine","PC-3","24","10","up regulation","7.405","RAB11FIP2"
"pidorubicine","MCF7","6","10","up regulation","7.375","PAK1"
"pidorubicine","MCF7","24","10","up regulation","7.361","FZD7"
"pidorubicine","Hep G2","6","10","up regulation","7.342","HIST1H2BK"
"pidorubicine","MCF7","6","10","up regulation","7.319","APPBP2"
"pidorubicine","Hep G2","6","10","up regulation","7.255","MLLT11"
"pidorubicine","Hep G2","6","10","up regulation","7.234","FBXO11"
"pidorubicine","Hep G2","6","10","up regulation","7.103","HLA-DMA"
"pidorubicine","MCF7","24","10","up regulation","7.082","ABHD4"
"pidorubicine","PC-3","24","10","up regulation","7.072","OXCT1"
"pidorubicine","A-375","6","10","up regulation","7.034","DENND2D"
"pidorubicine","A549","24","10","up regulation","7.028","TBX2"
"pidorubicine","MCF7","24","10","up regulation","6.994","STAT3"
"pidorubicine","HT-29","6","10","up regulation","6.983","TCTN1"
"pidorubicine","A549","24","10","up regulation","6.969","APOE"
"pidorubicine","PC-3","24","10","up regulation","6.905","TERT"
"pidorubicine","PC-3","6","10","up regulation","6.822","APPBP2"
"pidorubicine","A-375","6","10","up regulation","6.796","APPBP2"
"pidorubicine","A549","24","10","up regulation","6.772","IKZF1"
"pidorubicine","MCF7","6","10","up regulation","6.731","APPBP2"
"pidorubicine","PC-3","6","10","up regulation","6.679","E2F2"
"pidorubicine","A-375","6","10","up regulation","6.651","C5"
"pidorubicine","Hep G2","6","10","up regulation","6.634","POLD4"
"pidorubicine","A549","24","10","up regulation","6.587","GHR"
"pidorubicine","MCF7","24","10","up regulation","6.573","FEZ2"
"pidorubicine","PC-3","24","10","up regulation","6.541","PHKB"
"pidorubicine","MCF7","6","10","up regulation","6.521","KIAA0355"
"pidorubicine","PC-3","24","10","up regulation","6.492","EGF"
"pidorubicine","A549","24","10","up regulation","6.491","ADCK3"
"pidorubicine","PC-3","24","10","up regulation","6.488","CNPY3"
"pidorubicine","A549","24","10","up regulation","6.483","LRPAP1"
"pidorubicine","PC-3","24","10","up regulation","6.476","CASP10"
"pidorubicine","A549","24","10","up regulation","6.453","CTSD"
"pidorubicine","PC-3","24","10","up regulation","6.443","IDE"
